Năm sản xuất,Tình trạng,Kiểu dáng,Số Km đã đi,Xuất xứ,Hãng xe,Dẫn động,Số chỗ ngồi,Địa điểm,Động cơ,Hộp số,Giá
2017,1,1484.7441094502153,0.1210134172053383,1,3382.008071748879,2591.475859405176,5,1224.5943849852645,1180.1899814999288,1,1991.0
2022,1,1484.7441094502153,-0.32270244588090213,1,3382.008071748879,2591.475859405176,5,1261.511450854172,1235.8796526054591,1,3550.0
2016,1,1484.7441094502153,0.5132571441296393,1,3553.3604938271606,2591.475859405176,5,1261.511450854172,1455.1369299896028,1,1799.0
2022,1,339.6466512702078,-0.41682399259616526,0,633.42521631644,615.8103896103896,5,1261.511450854172,287.3815602836879,1,415.0
2019,1,1236.1323138297873,0.17479715818548866,0,538.8395702111893,615.8103896103896,7,1224.5943849852645,859.8680412371134,1,869.0
2024,0,769.1666666666666,-0.5378374098015035,0,807.2661742983752,1129.0432558139535,5,1224.5943849852645,949.9227493917275,1,979.0
2024,0,1484.7441094502153,-0.5378374098015035,1,807.2661742983752,1047.849582172702,7,1224.5943849852645,949.9227493917275,1,1299.0
2024,0,769.1666666666666,-0.5378374098015035,0,807.2661742983752,1047.849582172702,5,1224.5943849852645,949.9227493917275,1,707.0
2006,1,920.8003502626971,6.185130212717291,0,546.809869375907,615.8103896103896,5,1261.511450854172,473.34632034632034,1,129.0
1999,1,920.8003502626971,0.5132571441296393,0,607.2130434782608,615.8103896103896,5,1261.511450854172,1180.1899814999288,0,65.0
2023,0,1484.7441094502153,-0.5378374098015035,1,1094.0877189619623,2591.475859405176,5,1224.5943849852645,1180.1899814999288,1,869.0
2023,0,1484.7441094502153,-0.5378374098015035,1,885.5507252657852,615.8103896103896,5,1224.5943849852645,873.2637809848812,1,886.0
2024,0,1484.7441094502153,-0.5378374098015035,1,3382.008071748879,2591.475859405176,7,1261.511450854172,6056.458745872045,1,8500.0
2021,1,920.8003502626971,-0.13445935245037588,0,655.2298474945534,1047.849582172702,5,1261.511450854172,1180.1899814999288,1,620.0
2022,1,1484.7441094502153,-0.27026329842525554,1,3382.008071748879,2591.475859405176,5,1261.511450854172,1180.1899814999288,1,2998.0
2018,1,1236.1323138297873,0.7395264384770674,0,538.8395702111893,615.8103896103896,7,1224.5943849852645,859.8680412371134,1,825.0
2009,1,339.6466512702078,0.2151349639206014,1,896.8721076233184,615.8103896103896,5,1224.5943849852645,517.4133333333333,1,340.0
2015,1,1484.7441094502153,0.4033780573511277,1,546.809869375907,615.8103896103896,5,1261.511450854172,1180.1899814999288,1,480.0
2006,1,1484.7441094502153,0.9412154671526313,0,896.8721076233184,1129.0432558139535,8,1224.5943849852645,486.65045555723526,0,499.0
2021,1,1484.7441094502153,-0.026891870490075177,1,1719.4750830560863,2591.475859405176,7,1224.5943849852645,3372.2614896988907,1,2559.0
2021,1,920.8003502626971,0.1075674819603007,1,2020.74332909784,1047.849582172702,5,1261.511450854172,3372.2614896988907,1,4500.0
2020,1,595.1411174785101,0.13177016540136838,1,1719.4750830560863,615.8103896103896,5,1261.511450854172,426.6447688564477,1,1300.0
2021,1,920.8003502626971,-0.04033780573511277,0,607.2130434782608,615.8103896103896,5,1261.511450854172,587.2974836905871,1,610.0
2014,1,339.6466512702078,0.5916211507816539,0,391.3785310734485,615.8103896103896,5,1261.511450854172,426.6447688564477,1,285.0
2014,1,1484.7441094502153,0.3267362264544134,1,3563.695652173894,2591.475859405176,4,1261.511450854172,2985.3604168577,1,4099.0
2018,1,1484.7441094502153,0.33614838112593975,0,538.8395702111893,615.8103896103896,7,1261.511450854172,1235.8796526054591,1,580.0
2024,0,1236.1323138297873,-0.5378374098015035,1,1746.7349397590178,615.8103896103896,7,1224.5943849852645,1180.1899814999288,1,2188.0
2013,1,1484.7441094502153,1.344593524503759,0,611.9975786924939,615.8103896103896,5,1261.511450854172,1180.1899814999288,1,435.0
2014,1,1484.7441094502153,0.29581057539082695,1,3563.695652173894,2591.475859405176,5,1261.511450854172,1180.1899814999288,1,799.0
2019,1,920.8003502626971,0.33614838112593975,0,607.2130434782608,615.8103896103896,5,1261.511450854172,1043.7069892473119,1,610.0
2015,1,920.8003502626971,1.11601262533812,0,896.8721076233184,615.8103896103896,5,544.5512245772879,1180.1899814999288,1,522.0
2022,1,1484.7441094502153,0.0,0,633.42521631644,2591.475859405176,7,1261.511450854172,859.8680412371134,1,1195.0
2024,0,1484.7441094502153,-0.5378374098015035,1,3347.372095955615,1129.0432558139535,5,1224.5943849852645,1180.1899814999288,1,4088.0
2013,1,1484.7441094502153,0.8067561147022554,0,611.9975786924939,615.8103896103896,5,1261.511450854172,1235.8796526054591,1,460.0
2018,1,920.8003502626971,0.13445935245037588,0,607.2130434782608,615.8103896103896,5,684.2893518518518,1180.1899814999288,1,540.0
2023,0,920.8003502626971,-0.5378374098015035,1,3382.008071748879,615.8103896103896,5,1261.511450854172,1043.7069892473119,1,2710.0
2020,1,920.8003502626971,0.6050670860266915,0,607.2130434782608,615.8103896103896,5,1261.511450854172,587.2974836905871,1,540.0
2023,0,1484.7441094502153,-0.5378374098015035,1,885.5507252657852,615.8103896103896,5,1224.5943849852645,873.2637809848812,1,886.0
2004,1,920.8003502626971,1.3311475892587212,0,896.8721076233184,615.8103896103896,5,1261.511450854172,517.4133333333333,0,139.0
2023,1,920.8003502626971,-0.4712800303385675,0,633.42521631644,615.8103896103896,5,1261.511450854172,426.6447688564477,1,480.0
2021,1,1484.7441094502153,-0.05378374098015035,0,607.2130434782608,615.8103896103896,5,1261.511450854172,1180.1899814999288,1,780.0
2015,1,769.1666666666666,1.9227687400403752,1,466.2230215866443,1129.0432558139535,5,1261.511450854172,399.91746641074855,1,415.0
2021,1,1484.7441094502153,0.17479715818548866,0,633.42521631644,2591.475859405176,7,1261.511450854172,859.8680412371134,1,1070.0
2024,1,1484.7441094502153,-0.3630402516160149,0,896.8721076233184,615.8103896103896,7,1261.511450854172,587.2974836905871,1,645.0
2019,1,920.8003502626971,0.14790528769541347,1,896.8721076233184,615.8103896103896,5,1261.511450854172,1180.1899814999288,1,795.0
2004,1,1484.7441094502153,-0.5351482227524961,0,807.2661742983752,1129.0432558139535,5,1261.511450854172,1381.2204122990008,1,156.0
2019,1,1484.7441094502153,-0.13445935245037588,1,2020.74332909784,2591.475859405176,5,1261.511450854172,7200.831744736089,1,8479.0
2019,1,1484.7441094502153,0.3495943163709773,1,2526.52872564607,2591.475859405176,7,1224.5943849852645,1180.1899814999288,1,2180.0
2018,1,920.8003502626971,0.7901503846746339,0,607.2130434782608,615.8103896103896,5,1261.511450854172,587.2974836905871,1,450.0
2020,1,920.8003502626971,0.4033780573511277,0,607.2130434782608,615.8103896103896,5,1224.5943849852645,1180.1899814999288,1,599.0
2024,0,769.1666666666666,-0.5378374098015035,0,807.2661742983752,1047.849582172702,5,1224.5943849852645,949.9227493917275,1,697.0
2016,1,920.8003502626971,0.7798642442121801,0,896.8721076233184,615.8103896103896,5,544.5512245772879,1180.1899814999288,1,535.0
2023,1,920.8003502626971,-0.4840536688213532,0,611.9975786924939,615.8103896103896,5,1261.511450854172,587.2974836905871,1,539.0
2024,0,1484.7441094502153,-0.5378374098015035,1,807.2661742983752,1047.849582172702,7,1224.5943849852645,949.9227493917275,1,1084.0
2020,1,595.1411174785101,-0.08067561147022553,0,633.42521631644,615.8103896103896,5,1261.511450854172,1180.1899814999288,1,748.0
2024,0,1484.7441094502153,-0.5378374098015035,1,3347.372095955615,1129.0432558139535,5,1224.5943849852645,1180.1899814999288,1,4088.0
2022,1,1236.1323138297873,-0.26891870490075176,0,538.8395702111893,615.8103896103896,7,1224.5943849852645,859.8680412371134,1,1330.0
2018,1,1484.7441094502153,0.13445935245037588,1,896.8721076233184,1047.849582172702,7,1261.511450854172,787.4040561622464,0,799.0
2019,1,1484.7441094502153,-0.13445935245037588,0,807.2661742983752,615.8103896103896,5,1224.5943849852645,318.84789644012943,1,485.0
2008,1,1484.7441094502153,0.5132571441296393,1,3553.3604938271606,2591.475859405176,5,1261.511450854172,942.3745351798207,1,499.0
2024,0,1236.1323138297873,-0.5378374098015035,1,1746.7349397590178,615.8103896103896,7,1261.511450854172,1180.1899814999288,1,1989.0
2017,1,920.8003502626971,-0.1075674819603007,0,2020.74332909784,1047.849582172702,5,1261.511450854172,1180.1899814999288,1,1080.0
2021,1,595.1411174785101,0.2151349639206014,0,896.8721076233184,1047.849582172702,7,1224.5943849852645,1180.1899814999288,1,795.0
2020,1,1236.1323138297873,0.33614838112593975,0,538.8395702111893,615.8103896103896,7,1224.5943849852645,859.8680412371134,1,895.0
2023,0,920.8003502626971,-0.5378374098015035,1,3382.008071748879,615.8103896103896,5,1261.511450854172,3217.2826162076917,1,3140.0
2024,0,1484.7441094502153,-0.5378374098015035,1,896.8721076233184,2591.475859405176,7,1261.511450854172,6056.458745872045,1,4286.0
2021,1,1484.7441094502153,0.41682399259616526,0,611.9975786924939,615.8103896103896,7,1261.511450854172,587.2974836905871,1,915.0
2019,1,1484.7441094502153,0.2420268344106766,0,807.2661742983752,615.8103896103896,5,1261.511450854172,587.2974836905871,1,455.0
2020,1,1484.7441094502153,0.13445935245037588,0,611.9975786924939,615.8103896103896,7,1261.511450854172,587.2974836905871,1,879.0
2019,1,1484.7441094502153,0.33614838112593975,1,611.9975786924939,615.8103896103896,7,1261.511450854172,587.2974836905871,1,815.0
2021,1,920.8003502626971,-0.16135122294045107,1,546.809869375907,615.8103896103896,5,1261.511450854172,376.1968810916179,1,405.0
2019,1,1484.7441094502153,0.3832091544835713,1,546.809869375907,615.8103896103896,7,1261.511450854172,587.2974836905871,0,435.0
2022,1,920.8003502626971,-0.2151349639206014,0,611.9975786924939,615.8103896103896,5,1261.511450854172,587.2974836905871,1,529.0
2019,1,1484.7441094502153,0.2554727696557142,1,807.2661742983752,1129.0432558139535,7,1261.511450854172,949.9227493917275,1,919.0
2022,1,920.8003502626971,-0.09412154671526313,1,896.8721076233184,615.8103896103896,5,1261.511450854172,1180.1899814999288,1,935.0
2019,1,920.8003502626971,0.3294254135034209,1,546.809869375907,615.8103896103896,5,1261.511450854172,376.1968810916179,0,279.0
2022,1,920.8003502626971,-0.3899321221060901,1,546.809869375907,615.8103896103896,5,1261.511450854172,376.1968810916179,1,430.0
2022,1,339.6466512702078,-0.18824309343052625,0,538.8395702111893,615.8103896103896,5,1261.511450854172,287.3815602836879,1,348.0
2010,1,1484.7441094502153,0.5132571441296393,1,3382.008071748879,2591.475859405176,7,1261.511450854172,4597.3630128110235,1,1690.0
2018,1,920.8003502626971,0.457161798331278,0,607.2130434782608,615.8103896103896,5,1261.511450854172,587.2974836905871,1,475.0
2009,1,1484.7441094502153,1.3849313302388717,1,3563.695652173894,2591.475859405176,5,1261.511450854172,2985.3604168577,1,550.0
2008,1,595.1411174785101,0.7933101794572177,0,255.92337917485264,615.8103896103896,7,1261.511450854172,1180.1899814999288,1,165.0
2021,1,920.8003502626971,-0.3463672919121683,0,896.8721076233184,615.8103896103896,5,1261.511450854172,587.2974836905871,1,499.0
2011,1,339.6466512702078,1.479052876954135,0,807.2661742983752,615.8103896103896,5,1261.511450854172,473.34632034632034,1,220.0
2023,0,1484.7441094502153,-0.5378374098015035,1,391.3785310734485,615.8103896103896,7,1224.5943849852645,587.2974836905871,1,529.0
2021,1,1484.7441094502153,0.0,0,655.2298474945534,2591.475859405176,7,1261.511450854172,1180.1899814999288,1,870.0
2023,0,595.1411174785101,-0.5378374098015035,1,391.3785310734485,615.8103896103896,7,1224.5943849852645,873.2637809848812,1,519.0
2024,0,1484.7441094502153,-0.5378374098015035,0,633.42521631644,2591.475859405176,7,1261.511450854172,1043.7069892473119,1,1137.0
2016,1,920.8003502626971,0.16135122294045107,1,1899.9135802469136,1047.849582172702,5,1261.511450854172,1180.1899814999288,1,799.0
2017,1,920.8003502626971,0.33614838112593975,0,807.2661742983752,615.8103896103896,5,1261.511450854172,587.2974836905871,1,390.0
2024,0,1484.7441094502153,-0.5378374098015035,0,807.2661742983752,615.8103896103896,5,1261.511450854172,587.2974836905871,1,850.0
2021,1,1484.7441094502153,-0.2823646401457894,1,3382.008071748879,2591.475859405176,5,1261.511450854172,3416.3437477636976,1,4150.0
2022,1,920.8003502626971,0.4033780573511277,0,607.2130434782608,615.8103896103896,5,1261.511450854172,587.2974836905871,1,595.0
2022,1,595.1411174785101,0.0,0,538.8395702111893,615.8103896103896,5,1261.511450854172,587.2974836905871,1,584.0
2024,0,1484.7441094502153,-0.5378374098015035,1,546.809869375907,615.8103896103896,5,1261.511450854172,587.2974836905871,1,590.0
2010,1,595.1411174785101,0.5109455393114284,1,896.8721076233184,2591.475859405176,5,1224.5943849852645,1845.41475826972,1,465.0
2010,1,920.8003502626971,0.7664183089671426,1,896.8721076233184,615.8103896103896,5,1261.511450854172,1043.7069892473119,1,480.0
2024,0,1484.7441094502153,-0.5378374098015035,1,896.8721076233184,2591.475859405176,7,1261.511450854172,6056.458745872045,1,4286.0
2023,1,1484.7441094502153,-0.32270244588090213,1,807.2661742983752,1047.849582172702,7,1224.5943849852645,949.9227493917275,1,1285.0
2024,0,1484.7441094502153,-0.5378374098015035,1,611.9975786924939,615.8103896103896,7,1261.511450854172,587.2974836905871,1,664.0
2024,0,1484.7441094502153,-0.5378374098015035,1,807.2661742983752,1047.849582172702,7,1261.511450854172,949.9227493917275,1,1251.0
2024,0,1484.7441094502153,-0.5378374098015035,0,896.8721076233184,615.8103896103896,7,544.5512245772879,587.2974836905871,1,668.0
2014,1,920.8003502626971,0.20168902867556385,0,896.8721076233184,615.8103896103896,5,1261.511450854172,517.4133333333333,1,450.0
2017,1,920.8003502626971,0.5507858454424748,0,896.8721076233184,615.8103896103896,5,1261.511450854172,587.2974836905871,1,355.0
2024,0,1484.7441094502153,-0.5378374098015035,1,3382.008071748879,2591.475859405176,5,1261.511450854172,1235.8796526054591,1,3430.0
2015,1,1484.7441094502153,0.5335347105230915,1,2051.1379793811425,2591.475859405176,7,1224.5943849852645,2798.1540876091917,1,6800.0
2020,1,920.8003502626971,0.4033780573511277,0,538.8395702111893,615.8103896103896,5,1261.511450854172,473.34632034632034,0,435.0
2022,0,920.8003502626971,-0.5378374098015035,1,1899.9135802469136,1047.849582172702,5,1261.511450854172,1180.1899814999288,1,2769.0
2016,1,595.1411174785101,0.5507858454424748,0,896.8721076233184,1047.849582172702,8,1261.511450854172,1180.1899814999288,0,299.0
2021,1,920.8003502626971,-0.26891870490075176,0,633.42521631644,615.8103896103896,5,1261.511450854172,426.6447688564477,1,445.0
2023,1,1484.7441094502153,-0.43968208251272917,0,611.9975786924939,615.8103896103896,7,1224.5943849852645,587.2974836905871,1,1009.0
2019,1,920.8003502626971,0.13445935245037588,0,611.9975786924939,615.8103896103896,5,651.299112801014,587.2974836905871,1,409.0
2021,1,920.8003502626971,-0.20168902867556385,0,655.2298474945534,1047.849582172702,5,1261.511450854172,1180.1899814999288,1,625.0
2015,1,920.8003502626971,0.5378374098015035,0,896.8721076233184,615.8103896103896,5,1261.511450854172,1043.7069892473119,1,568.0
2022,1,339.6466512702078,-0.14790528769541347,0,655.2298474945534,615.8103896103896,5,1261.511450854172,426.6447688564477,1,345.0
2017,1,1484.7441094502153,0.9412154671526313,0,807.2661742983752,615.8103896103896,5,1261.511450854172,587.2974836905871,1,375.0
2015,1,339.6466512702078,0.7664183089671426,1,633.42521631644,615.8103896103896,5,1261.511450854172,426.6447688564477,1,329.0
2021,1,595.1411174785101,-0.26891870490075176,0,633.42521631644,615.8103896103896,5,1261.511450854172,1180.1899814999288,1,540.0
2011,1,920.8003502626971,1.210134172053383,0,633.42521631644,615.8103896103896,5,1261.511450854172,473.34632034632034,0,225.0
2022,1,1484.7441094502153,-0.2420268344106766,0,633.42521631644,2591.475859405176,7,1261.511450854172,1043.7069892473119,1,1050.0
2015,1,1484.7441094502153,0.6588508270068418,0,538.8395702111893,615.8103896103896,7,1261.511450854172,859.8680412371134,1,550.0
2024,0,1484.7441094502153,-0.5378374098015035,1,896.8721076233184,1129.0432558139535,7,1261.511450854172,967.0030816640987,1,2598.0
2017,1,920.8003502626971,0.4974996040663908,0,538.8395702111893,615.8103896103896,5,1261.511450854172,1180.1899814999288,1,525.0
2018,1,920.8003502626971,0.4033780573511277,1,3553.3604938271606,1047.849582172702,4,1261.511450854172,3372.2614896988907,1,3550.0
2018,1,920.8003502626971,0.5132571441296393,0,607.2130434782608,615.8103896103896,5,1261.511450854172,1180.1899814999288,1,550.0
2021,1,1484.7441094502153,-0.2823646401457894,1,1719.4750830560863,2591.475859405176,5,1224.5943849852645,3372.2614896988907,1,3553.0
2022,1,920.8003502626971,-0.4033780573511277,1,2020.74332909784,1129.0432558139535,5,1261.511450854172,3372.2614896988907,1,4320.0
2023,0,920.8003502626971,-0.5378374098015035,1,3382.008071748879,615.8103896103896,5,1261.511450854172,1043.7069892473119,1,2710.0
2023,0,1484.7441094502153,-0.5378374098015035,1,391.3785310734485,615.8103896103896,7,1224.5943849852645,587.2974836905871,1,529.0
2022,1,1484.7441094502153,-0.1778493854861122,1,896.8721076233184,615.8103896103896,5,1224.5943849852645,517.4133333333333,1,799.0
2018,1,339.6466512702078,0.5132571441296393,1,896.8721076233184,615.8103896103896,5,462.06093190320337,376.1968810916179,0,245.0
2020,1,1484.7441094502153,0.13445935245037588,1,391.3785310734485,615.8103896103896,7,1224.5943849852645,587.2974836905871,1,465.0
2020,1,339.6466512702078,-0.17479715818548866,1,896.8721076233184,615.8103896103896,5,1261.511450854172,587.2974836905871,1,555.0
2020,1,1484.7441094502153,0.16135122294045107,0,607.2130434782608,615.8103896103896,5,1261.511450854172,1180.1899814999288,1,730.0
2019,1,1484.7441094502153,-0.05378374098015035,0,896.8721076233184,1047.849582172702,7,1224.5943849852645,787.4040561622464,0,790.0
2024,0,1484.7441094502153,-0.5378374098015035,1,807.2661742983752,1129.0432558139535,7,1261.511450854172,949.9227493917275,1,1408.0
2020,1,769.1666666666666,0.0690717693537581,1,896.8721076233184,1047.849582172702,5,1224.5943849852645,787.4040561622464,1,635.0
2019,1,920.8003502626971,-0.06722967622518794,0,2020.74332909784,1047.849582172702,5,1261.511450854172,1180.1899814999288,1,1190.0
2020,1,1484.7441094502153,0.0,0,2020.74332909784,2591.475859405176,5,1261.511450854172,1180.1899814999288,1,1688.0
2011,1,339.6466512702078,0.9730554418128803,1,896.8721076233184,615.8103896103896,5,1261.511450854172,526.0476960454686,1,269.0
2024,0,1236.1323138297873,-0.5378374098015035,1,3382.008071748879,615.8103896103896,4,1261.511450854172,2249.2075529709145,1,8610.0
2018,1,920.8003502626971,-0.24173102383528577,1,2020.74332909784,2591.475859405176,5,1224.5943849852645,1180.1899814999288,1,1199.0
2024,0,1484.7441094502153,-0.5378374098015035,1,611.9975786924939,615.8103896103896,7,1261.511450854172,587.2974836905871,1,625.0
2015,1,1484.7441094502153,0.26891870490075176,1,3563.695652173894,2591.475859405176,5,1261.511450854172,3372.2614896988907,1,2798.0
2023,0,1484.7441094502153,-0.5378374098015035,1,896.8721076233184,2591.475859405176,7,1261.511450854172,6056.458745872045,1,4750.0
2019,1,1484.7441094502153,-0.13445935245037588,1,546.809869375907,615.8103896103896,7,572.042857145518,587.2974836905871,1,499.0
2022,1,920.8003502626971,-0.33614838112593975,1,2020.74332909784,1047.849582172702,5,1261.511450854172,1180.1899814999288,1,1830.0
2017,1,920.8003502626971,0.4033780573511277,0,2020.74332909784,1047.849582172702,5,1261.511450854172,1180.1899814999288,1,1169.0
2023,0,769.1666666666666,-0.5378374098015035,1,546.809869375907,1047.849582172702,5,1261.511450854172,787.4040561622464,1,604.0
2020,1,1484.7441094502153,0.08067561147022553,1,3382.008071748879,2591.475859405176,5,1261.511450854172,1180.1899814999288,1,2680.0
2019,1,1484.7441094502153,0.026891870490075177,0,2020.74332909784,2591.475859405176,5,1261.511450854172,1180.1899814999288,1,1369.0
2023,0,920.8003502626971,-0.5378374098015035,0,1899.9135802469136,1047.849582172702,5,1261.511450854172,1180.1899814999288,1,1580.0
2017,1,769.1666666666666,1.075674819603007,1,607.2130434782608,1129.0432558139535,5,1261.511450854172,859.8680412371134,0,398.0
2020,1,920.8003502626971,-0.13445935245037588,1,3382.008071748879,615.8103896103896,5,1261.511450854172,1043.7069892473119,1,2070.0
2022,1,339.6466512702078,-0.3764861868610525,0,655.2298474945534,615.8103896103896,5,1261.511450854172,426.6447688564477,1,340.0
2023,1,1236.1323138297873,-0.4840536688213532,0,633.42521631644,615.8103896103896,7,1224.5943849852645,587.2974836905871,1,918.0
2022,1,1484.7441094502153,-0.4033780573511277,1,2020.74332909784,2591.475859405176,7,1261.511450854172,3372.2614896988907,1,4399.0
