t-SNE1,t-SNE2
-65.45311,2.1959832
50.30086,15.307693
-3.7507384,4.558514
77.363365,-22.798422
-41.765472,34.819992
-18.779068,53.348064
-19.166065,46.553482
-42.9888,24.789936
48.359756,16.100471
-61.818966,4.9886723
15.443994,8.283308
-21.078089,2.8353732
56.14917,-10.858611
34.45767,40.76886
-6.621109,58.876083
38.89064,29.213915
76.07312,-25.962662
-53.742985,-26.703367
33.627396,41.482414
38.577225,-23.761091
13.199596,64.881714
-21.551434,-39.837467
42.656204,-15.571727
79.50124,14.306078
51.296936,50.4283
79.496826,-18.590317
56.568146,-8.082106
21.747704,53.46655
40.158737,-23.464245
12.193024,76.51644
23.016731,37.57157
-5.6696477,-1.7749547
-1.3408267,-62.876286
8.512364,-27.317225
0.360803,-70.349106
-0.14032581,-24.100521
-68.67031,-1.6831788
42.010803,-19.49463
-21.664587,3.2698343
3.679364,-68.33899
-29.556086,6.31453
-45.08055,40.96467
-5.562162,-52.885906
12.193024,76.51644
-43.343864,31.456095
42.0269,-19.411541
-35.273716,-5.9280605
29.023445,-46.150524
-45.9288,38.63221
72.56678,14.632972
-46.330933,41.56156
7.743869,49.514767
-42.456676,41.82673
-4.960205,25.889175
42.57915,-17.919363
48.367355,16.097717
-7.170879,-29.435732
-63.06283,29.724695
-39.699715,40.600204
-9.529806,-4.232973
49.59395,-22.75538
0.37543687,30.596308
14.577223,75.54895
2.4418166,-2.7464356
75.08549,-24.993593
17.32434,-29.766989
56.807796,-8.890465
-34.462494,-30.29171
-34.41653,-29.129322
56.162117,7.586284
79.59562,-17.178509
-45.506737,-51.353508
39.341347,29.270166
10.684457,48.730183
-64.67822,28.653725
-5.1787405,59.963226
50.300873,15.307661
78.514854,-25.067234
62.941833,15.736764
28.579884,-11.242912
-55.980263,-33.850174
11.293312,44.79232
-20.42473,12.395133
-46.48542,-42.477497
9.350329,-12.682414
52.63967,6.686702
29.2626,-11.423156
42.66505,-8.96912
14.243363,75.479385
19.980442,-36.291454
11.943014,-11.606848
-24.608593,56.618023
72.50607,13.665772
-62.41238,28.32413
-9.130799,-6.0726967
-41.7301,-36.606796
-5.842657,-30.66091
33.021694,59.239544
12.81475,11.958383
52.07413,-21.4696
50.26454,15.343103
32.485634,58.962116
58.715168,13.668872
52.640495,31.73995
39.54039,26.535505
50.187332,-30.990026
-41.266014,-34.959755
42.255886,-18.175594
-2.1095557,56.570663
-34.384808,-29.033827
1.9759026,-24.151733
-20.590805,-45.163857
-21.11504,-40.08434
-44.94865,16.228418
65.25276,-0.9755164
0.8336596,-24.28648
-71.47351,15.645612
-68.36854,-0.77677125
22.493305,-8.244697
-54.941113,-26.97482
-71.156006,15.274712
-11.522531,-28.60203
22.020502,52.197117
18.83246,-35.344936
12.167215,8.928717
56.706985,-10.289299
-11.352394,37.80643
62.210728,20.214254
-55.63792,-26.67171
-34.286346,-28.188793
49.679558,38.52819
12.924661,72.15535
-9.62224,9.234998
-4.573496,-7.7435894
39.340195,29.270683
-4.087931,-0.8344783
-75.047104,6.1381083
20.098328,54.24089
-63.1077,30.093445
20.406832,-57.328644
-25.043657,53.856876
-3.7508562,1.0419022
-24.990103,55.787453
-63.109413,30.093592
-57.104313,30.078238
-69.919975,7.315358
-3.2762876,-1.2930865
-4.6175714,36.686398
-28.973995,3.587586
51.59126,50.576244
-4.8877764,-7.34116
54.65451,14.367098
38.474854,39.211773
23.534105,-4.4313025
38.5331,37.770084
4.1641703,-22.431408
49.689472,38.517242
31.361174,-13.840313
24.398033,71.31169
42.188915,-17.985329
48.359745,16.100449
13.936682,11.270301
39.720158,-26.287264
23.355719,-4.6535063
-22.066965,48.306847
-49.66884,25.135172
54.40794,-25.739914
-2.8789282,-63.152172
77.12061,13.673629
58.616116,19.35284
-2.0950282,56.6403
22.479721,-4.912617
-25.275677,52.67027
38.078873,-24.56167
-4.4610095,36.416588
3.6818254,-68.81959
-21.08235,2.8412354
54.227825,11.427203
-9.338203,-5.86585
-69.20937,14.786594
-23.478699,49.465374
-19.142467,46.98725
-69.489426,13.896041
21.52156,52.491364
22.333004,-5.2113266
-44.711853,26.111795
-44.231827,-20.168556
-1.1044716,80.89529
55.200085,14.818215
21.100758,73.375656
26.072952,21.956837
43.95411,-8.834468
0.29824036,57.368534
56.65196,-10.376082
-47.759712,-51.743187
38.800205,-22.326958
51.836056,36.761456
-4.6191874,-1.7752515
-7.1295714,26.296013
-21.919495,48.801674
22.49293,30.586918
43.53404,-10.173842
-11.299784,78.835686
22.493275,30.584084
-24.4485,49.53828
40.011776,40.34026
-8.689089,30.959333
-0.18096654,30.714806
78.26743,-22.373156
-27.83864,-40.82106
-30.157057,-30.368574
27.400534,-48.796066
-55.09325,-26.196114
26.820929,-48.42933
25.518517,-45.622562
28.692673,-45.892406
-34.180634,-28.698868
-1.7877762,77.90732
52.26152,51.1786
23.11225,53.25814
22.250044,26.462183
-50.43817,24.658737
18.712425,-35.549294
28.31431,-57.94525
-18.602667,49.469223
-57.775665,-35.320618
51.222202,36.32697
22.57288,33.262775
-6.603853,6.235899
40.04212,-23.733925
-31.810251,-26.685919
26.38391,22.444748
0.96877253,-30.353544
28.27018,28.150555
-10.695922,77.77234
-10.793082,77.40111
-8.737954,34.96201
22.10292,53.536873
22.266094,26.429811
54.901337,15.027493
17.261295,25.277029
-3.132137,60.600952
48.359745,16.100449
25.949541,24.478285
22.570171,33.272964
-12.262809,35.123367
-2.9035318,59.777565
14.871757,9.228306
-21.292347,-38.771122
22.284992,26.43128
20.07547,-31.185137
-43.442772,24.012777
20.457947,-43.88943
-42.39137,-4.231065
-10.713138,77.93821
3.6382442,-23.592403
-2.864529,59.833237
-4.072644,1.0853986
-4.8919377,0.27055693
-8.5286045,25.982271
1.5832705,-23.261427
42.538174,-18.618984
3.2675047,-27.776875
12.53181,-9.778055
-7.2808986,-29.262665
-2.7465813,23.473478
-44.578693,42.38014
20.171452,-57.711918
56.041027,-25.283957
-2.4175816,29.835588
50.203266,-29.421537
36.76515,1.4407703
76.10399,-25.796207
38.88064,-22.842289
77.98567,-22.49581
-45.661083,39.40236
-7.430917,29.177961
49.553726,32.47724
46.988018,-10.736252
-41.58986,44.61656
-7.0995994,0.80199486
22.035011,52.262302
49.02173,-27.68436
54.32205,-26.82494
43.620644,-17.09976
-5.764554,0.97472984
-3.1572063,60.208183
2.354332,-30.994337
-20.451212,46.322006
3.5766158,-22.701796
-11.784527,34.99399
-20.521118,46.758183
-11.199586,37.81303
-34.39985,-29.731041
-19.211168,52.276173
14.780606,10.870087
-24.51458,51.085
-40.200798,37.287754
-69.07339,-18.755322
32.266582,61.02209
49.55317,32.490852
2.6063387,-70.61249
-9.16054,-5.936502
-4.4951262,26.329964
-40.31583,-34.258293
-7.305293,-28.152939
39.65733,26.699362
-24.495607,56.63279
39.65733,26.699362
54.27208,-27.042002
-6.5749936,-29.60821
40.05849,-22.856407
-7.2600374,-25.610949
25.99053,22.20152
73.29514,-28.331587
24.502169,-37.654034
12.634482,-10.404079
38.00455,-24.44046
-41.50377,45.66046
73.37806,14.605506
23.583954,-1.2338802
-10.388615,-26.355371
11.371189,-13.942779
17.061312,-45.64964
-52.70985,-30.115297
20.890581,-47.85377
-32.768642,0.053005185
-4.1228414,-8.259421
20.107895,54.246353
54.54261,14.155682
-68.54603,14.448313
-42.418327,-4.338605
54.6545,14.367132
-68.79579,-18.437946
38.518562,39.05934
72.246475,13.5075
50.98949,51.116554
7.7449174,49.512287
-72.19489,13.701742
-61.913486,27.873516
34.062916,60.570023
-27.675913,-3.958452
26.470718,22.213476
-35.30887,-27.583202
51.025665,51.199734
51.223816,51.449287
20.397766,-31.162188
-22.59927,49.104996
-4.6744056,4.1448736
49.69996,9.515081
79.81963,-24.3408
52.40244,-12.0696335
76.10931,-24.959154
-29.695286,-4.1997337
21.567192,-22.496647
78.94414,14.623155
21.942476,-58.275852
-6.510772,4.7653923
27.76441,-10.621156
-34.247948,-29.318624
-72.17726,13.691591
-1.6683915,-71.48049
-44.074863,22.537497
-35.434475,-30.948328
25.764189,-45.843193
-68.468796,15.090108
54.388092,12.606563
16.14991,-46.97892
12.4305,-10.353585
28.753986,-44.41307
16.258297,-44.128204
50.583916,30.808899
-8.036609,35.190296
24.734167,-46.10152
39.65895,26.70213
49.198563,34.2284
23.146046,53.160282
-75.00787,7.7998757
21.961603,-23.049416
-5.092338,35.20116
79.14277,-17.540386
49.55317,32.490852
59.10318,-10.712689
39.432648,29.159164
21.73476,71.727554
50.365795,14.513386
47.840126,14.24101
-2.0619702,56.681427
14.677463,74.79663
51.668606,-25.150654
-21.17076,-40.285957
73.07576,14.246654
-36.572895,-36.0725
20.572979,-43.91439
33.178486,38.928246
19.458546,-43.554466
-41.661987,-36.82091
48.365574,16.098381
54.903797,15.036047
50.05709,38.145954
14.200303,-48.40025
-69.365906,6.956975
43.699253,-11.409073
-42.6991,28.868296
-72.24209,15.930135
32.355682,58.813213
-40.729046,28.995642
79.51784,-16.925648
44.1358,-4.0559473
48.288445,2.5525844
2.6150134,-25.600092
-10.184487,-26.686846
52.47709,-22.986547
54.82826,-8.079968
-4.7046385,0.6915533
-1.5264676,79.81173
-6.3558116,-1.5815195
20.489313,-32.89663
7.0955667,66.32333
51.465885,-24.426495
38.51489,39.18864
51.79054,-25.64437
41.622208,-19.800886
49.557953,32.488544
53.708977,-24.184912
-45.968323,21.247015
-27.032799,-41.930454
-34.51599,-29.035318
79.42732,-22.63534
14.94087,14.876538
-56.965546,30.12511
-34.576645,-28.309137
-54.70602,-27.317745
15.071514,-49.33162
53.659885,-6.4839854
-53.269676,-27.254023
-7.1792274,26.27046
-2.7011533,25.894781
-6.9620123,-30.03363
-21.23996,47.37927
-21.806833,47.508873
53.903294,-24.58667
-64.67331,3.2808554
-43.287712,27.32454
-23.47248,49.68621
73.42738,14.623951
33.02171,59.239532
32.348953,58.79889
-1.8456279,57.859318
51.523685,50.52392
-40.580746,41.385338
-2.9017832,59.787212
-63.13347,30.260689
-1.8902566,57.736576
24.53601,-0.74694175
-6.621109,58.876083
57.944355,-8.496812
-4.0449157,-5.297422
-40.06216,33.46918
32.44601,58.90669
-66.60972,-20.341911
19.767675,-33.43848
47.840126,14.24101
-4.161404,36.709084
39.136726,28.826923
-2.0619702,56.681427
49.593067,9.727652
-72.1949,13.701739
-69.09121,-18.736317
-40.493996,-29.595772
7.611871,46.216927
22.301907,26.429966
33.14089,40.77097
-23.708572,52.498604
-2.2835307,23.609547
-44.924934,34.73287
57.081623,-7.579863
-8.60817,-30.893703
-72.06105,15.2941
52.659714,50.76156
17.349949,-55.598328
43.62169,-10.966484
73.270134,-27.581228
-6.707476,5.8941975
18.946413,-35.246216
51.12062,-22.598745
23.840124,71.37895
41.229614,-20.704458
51.88549,-26.611689
79.17699,-17.573015
36.28186,-0.7226526
15.9257965,25.539755
65.15871,-1.0533575
14.677463,74.79663
58.191322,17.198128
11.942819,-12.134334
10.376401,-15.201291
-11.950204,34.590324
-25.549877,54.526108
39.341335,29.270184
50.188274,0.38478863
-46.725292,43.563732
54.18357,-13.967052
-64.986435,1.0840976
-46.533863,-53.076164
55.96192,-11.449508
12.012383,-9.995819
17.788954,-30.062838
44.031837,-3.3441353
28.926289,-45.45723
57.76637,-8.886381
41.637325,-19.213196
13.748822,-47.767876
53.513508,-25.675617
23.872982,-2.129677
38.344124,0.74387944
60.605083,17.463634
21.715464,35.992622
-43.308807,40.638012
75.08549,-24.993593
28.268457,28.288395
25.809338,-36.22468
-46.71897,43.56413
34.403675,40.546505
48.288277,2.552694
16.46392,-16.3365
-43.31254,40.06457
-6.8041368,4.2954054
58.771038,20.277609
20.429539,-32.89526
74.931656,-26.200611
-67.26031,13.753333
21.569407,75.317024
-5.212532,59.941708
-8.075512,35.137463
41.253696,-1.9244171
23.748484,-44.88289
-5.8098154,-30.718197
23.632895,-23.773716
-6.635815,26.306255
36.450966,-23.690584
-34.884087,-27.580105
27.579332,-58.199123
15.675192,8.295811
-1.56254,-30.805952
-62.707195,4.6094823
-57.072453,-34.331234
55.637337,-12.13419
-40.975525,-37.898605
-49.807674,25.191845
-67.34321,14.460179
47.230083,-5.697049
17.656555,-55.542587
59.485218,-12.173153
39.719265,-23.170485
12.941916,72.10179
67.50367,15.362699
72.599075,13.60827
21.595387,-21.403114
38.537457,37.7417
-65.517105,2.0361495
-4.296713,1.1437967
-2.5391817,35.42436
11.245699,65.734055
51.465977,-24.426767
-8.0321,-29.354555
-4.189918,-6.0339093
14.677463,74.79663
79.43006,-19.805145
45.046154,-11.784888
-0.30603445,30.612837
-9.5012865,-4.697111
54.837166,-8.06483
1.7343446,-63.31581
-41.64228,-35.25201
-44.163174,42.8758
39.674015,26.691511
22.118868,-4.6091185
-66.55116,14.372094
-2.3178136,23.58621
-71.03414,15.192469
42.538174,-18.618984
-8.0168085,30.081406
-7.124368,26.309294
39.55389,1.4668317
-7.4442286,26.224089
-3.3377614,81.56731
-9.682125,-4.72992
74.128555,-19.465244
15.912068,-34.23451
17.542046,-54.468662
53.57697,-6.477471
-8.385591,9.570852
-5.1919994,58.045113
-3.700018,30.953968
-3.337754,81.56729
29.762098,-45.694443
-9.028932,-5.769798
-3.5713606,4.393629
-5.1372423,57.951763
12.55535,-10.6931715
-21.239578,-39.943966
-24.971832,54.0491
-1.8441539,26.38699
41.424397,38.69167
39.031967,28.97534
39.67506,1.9303526
-24.276932,57.415737
-10.509095,79.16339
39.031967,28.97534
7.4137526,-32.73501
31.866978,39.625134
48.28228,2.5709476
32.75499,41.494473
-12.400399,33.39339
-46.804733,45.66544
-5.1609163,57.982994
-6.0731463,6.2375855
-54.928337,-25.737848
-68.94238,-18.021149
-44.075596,22.538366
-25.30659,15.187999
-14.055795,32.89633
52.400425,41.225727
-4.6279364,26.306232
54.936703,15.009937
-46.507175,40.31062
50.637688,38.935165
15.917075,25.517746
52.20073,41.128647
51.859142,50.72535
16.440456,-15.813123
-68.94238,-18.021149
10.684457,48.730183
44.06727,-3.3117356
-75.21762,7.7909923
14.661773,11.1890745
-49.020947,24.173784
65.32597,-0.81155556
-24.596384,55.00799
7.3129435,65.93661
49.312214,38.979095
50.065662,39.61257
3.7592719,-23.13281
-19.379986,53.804443
-24.29205,55.892105
-1.7780786,31.62103
79.43006,-19.805145
-21.096468,48.689316
3.638204,-23.592377
-4.310123,34.934505
-2.802295,29.73945
-2.4304543,35.27732
-7.012683,30.46857
-73.72989,5.9353876
-4.234637,36.33012
-10.110985,-26.837234
-75.387314,5.9644966
24.73412,-46.10151
74.6161,-28.26303
-1.5450974,31.675821
36.755146,1.4540763
-23.509453,52.392223
17.842968,-51.90101
-6.91356,-29.732983
48.282288,2.571044
-18.68778,53.885303
16.015749,26.304373
-68.17542,-0.024386305
14.243262,75.32838
6.5359373,48.35558
-62.512356,28.957508
-67.778984,13.518607
10.302885,11.274195
39.947685,40.267357
41.66759,-23.749527
3.2866697,-33.923004
39.66601,26.67125
52.15599,5.890872
42.741776,-17.840668
49.612988,-22.734032
2.970469,-33.736996
43.79369,-11.667269
78.68885,-19.265175
12.10522,10.195613
24.558434,-45.88904
-45.94494,38.689922
42.411804,-19.074932
-47.001587,44.818142
39.3413,29.270147
-11.034249,79.44053
-9.135908,-25.256596
-52.274918,25.086071
38.03343,-24.141653
18.98722,-34.82163
25.819134,-36.281925
13.41138,8.6321
-24.419712,53.25722
32.292324,-56.570972
23.017076,37.571564
-3.3380256,81.5674
-41.21216,45.26246
42.943165,-4.973798
-1.0919721,80.981316
-41.90562,47.460472
-0.23199964,56.65047
-35.094097,-27.08639
32.14798,-12.912259
-44.47863,42.38006
-25.953812,-48.567825
-27.608442,0.50964606
20.06059,54.224617
-27.571842,-6.225591
-66.31791,1.9138312
-3.3928263,79.44086
18.093765,-46.806225
-30.36878,-32.70464
-52.897633,26.15204
11.352492,65.50739
19.271557,-35.895332
56.6246,-8.781593
29.777172,-10.5994425
-11.593888,-28.427334
49.716003,37.126022
78.24255,13.670921
48.365566,16.09838
-20.799992,15.841932
-5.6425576,-30.99341
3.1606197,-30.16554
3.969183,-22.582478
47.3791,2.3690972
-21.538006,-39.64518
16.405354,-15.434711
-48.37984,-54.41761
-1.066703,81.18331
21.003817,73.747635
78.0285,14.161272
-30.07114,-8.508895
21.673334,75.01561
2.2697687,-71.17608
-9.022289,-5.4733405
56.045048,-25.330833
32.239075,60.901905
32.273235,-55.2114
-3.3928263,79.44086
-1.8456279,57.859318
0.7409042,-64.97904
51.858814,50.689003
-12.720801,33.07856
22.034986,52.262337
13.314502,-41.33778
-33.43282,-3.7456284
-4.7120266,3.8909159
-2.9008334,-63.14911
-43.536934,31.446524
-4.510289,5.230261
-24.422377,56.82294
20.250465,36.89343
12.259414,-9.850707
24.18391,-46.644875
56.905045,-8.978415
-7.2577114,-30.207054
-48.9336,-52.760113
52.61816,40.894894
10.3618145,47.445312
17.612923,26.494453
-8.218091,8.821973
73.906204,-19.599089
78.1039,-23.239351
32.814224,60.407818
-44.364563,-39.71177
-7.8163047,30.185411
-72.91385,7.994598
-47.10563,47.762142
11.60389,-26.390013
24.740314,-47.17602
41.23786,30.748081
-67.41711,0.3355608
-55.493504,-25.891241
24.887403,-46.684177
-3.4787827,34.20973
23.387526,-2.7376935
-2.4964664,-63.03455
39.513348,1.4645205
20.250465,36.89343
74.69287,-27.630035
40.859432,-20.193926
-24.562014,52.28433
79.68171,-19.630499
22.284992,26.43128
-1.2533698,-73.25055
10.358065,4.9008517
-4.563879,26.31896
20.25045,36.89341
-3.3380358,81.567406
48.906548,-27.5949
73.425064,-27.875824
62.64912,15.682456
-24.205284,57.53801
-75.65326,5.7847137
-49.020668,24.17271
27.568987,-58.760384
50.846886,50.93833
-68.33647,-0.6205863
-66.49076,-17.19156
26.725586,-48.33938
21.994925,-2.0309174
-25.033264,16.71748
5.1323576,-35.51223
24.266935,71.51427
-61.444878,4.9107904
41.631638,38.529877
3.1489937,-30.17534
15.948373,25.493374
15.288645,-42.82006
36.779644,1.4400947
-5.648051,-53.15939
3.516631,-22.721966
-34.07187,-28.884968
78.70556,-20.72177
-28.80138,-5.668326
24.041527,70.561325
58.76313,20.251762
19.798985,-22.141426
8.981745,48.321102
-4.3876,-7.936594
18.122658,-55.253895
60.220455,16.600517
-45.371487,45.948734
-24.812971,56.096676
-9.284481,-5.663902
41.90232,-3.7906396
35.015987,-11.307216
-20.988266,17.590836
50.369946,-20.614525
79.39077,-18.858845
-31.035868,2.3122733
9.208273,11.926502
2.6641603,-69.59299
-9.555034,-0.31696177
39.547203,1.4713187
-24.719353,13.89069
44.79829,-21.827814
-21.725105,18.981766
-46.142803,21.325142
78.84044,-21.971115
8.958703,48.354424
54.92332,15.0159025
-5.655896,-53.150658
-41.234447,-31.649286
77.89933,-21.276873
20.341919,-57.450382
20.711117,35.929485
-25.15201,14.704503
16.530617,-16.73728
-72.26861,7.419316
-5.161503,-2.7610478
-48.564716,-52.302155
11.634947,11.287785
-3.0562894,80.15387
78.25039,-25.204973
15.268556,-48.740696
-4.9229784,-6.974838
-23.592531,51.49153
12.242867,11.948137
-71.8312,7.387631
77.59674,-23.17074
39.486954,26.445131
-4.477105,36.411594
-21.71865,-39.458046
-70.312195,15.426791
-69.33321,14.918657
27.831467,-23.804636
-2.3914945,-67.14407
-4.0839148,-6.2628245
-2.749006,59.0868
16.248888,10.971178
26.142876,22.79452
-7.8747683,35.86846
-20.382915,16.532793
17.974936,-54.850754
40.706097,-19.5248
20.148859,-31.342812
27.831467,-23.804636
52.244526,-27.146877
17.455542,-37.782284
-42.62046,-2.0958676
-54.919586,-26.545778
-43.63906,-19.933422
-9.221664,-5.2519836
-5.212532,59.941708
-25.240414,55.19285
20.711117,35.929485
-34.747528,-40.409985
46.2273,-19.388483
59.050217,16.809814
-4.7174816,4.683819
-51.573418,-27.338917
24.08064,-37.27774
17.033693,-53.91288
-19.394592,53.91163
-67.70884,-0.823882
16.798994,9.9467125
58.719955,19.674526
-9.284457,-5.8578334
64.191795,17.06206
22.253294,-5.368462
30.722187,63.073135
-66.32863,-19.271612
-42.702953,28.87041
-45.404087,48.012123
-6.839277,-28.273165
39.07175,28.88683
-54.608032,27.098389
-24.711851,-50.01815
-46.543503,40.286957
75.247765,-27.413824
24.041317,70.56367
-34.28877,-42.3981
22.464418,-7.5404134
-25.611073,-40.19194
-39.8675,38.451576
-25.077902,16.3855
27.668377,-8.856742
14.621994,-31.588848
20.444435,-57.30337
-45.897198,-39.267998
49.834316,-28.544132
-3.5993345,80.29062
-42.920395,-1.7559924
-26.44903,13.046233
20.250479,36.893456
-37.075603,-56.94815
-24.349716,57.197876
12.786685,-25.476572
-11.568236,77.862274
19.884583,53.91807
56.54845,-9.996478
-19.720495,54.592068
55.72872,-11.914752
10.6574,4.8351965
49.462994,38.783024
-2.1743073,-72.2217
16.362757,-38.075237
7.3896923,-32.73778
12.941916,72.10179
-3.6977563,0.22240087
0.9106244,-24.74063
2.3754227,-69.97825
-69.44679,14.26677
-51.90297,25.232021
-2.412139,31.844816
-6.861895,4.3983893
0.3562996,-73.3467
-23.68123,-50.008324
-62.721523,4.5206037
32.301563,-55.08185
-55.635048,-23.045572
0.83711547,-33.584362
19.6437,-35.449585
-34.63806,6.4710226
17.539871,-43.90185
-54.597763,-26.111134
-11.667692,-28.221405
-18.962294,51.852604
-5.696108,6.926692
-8.076665,8.896326
