Năm sản xuất,Tình trạng,Kiểu dáng,Số Km đã đi,Xuất xứ,Hãng xe,Dẫn động,Số chỗ ngồi,Địa điểm,Động cơ,Hộp số,Giá,Cụm số
2019,1,6,0.4033780573511277,0,27,2,5,17,46,0,-0.4401154401154401,0
2022,1,6,-0.20168902867556385,0,34,2,5,17,50,1,0.13564213564213565,0
2024,0,8,-0.5378374098015035,1,69,2,7,17,53,1,5.367965367965368,0
2021,1,5,0.08067561147022553,1,48,2,7,17,47,1,-0.18759018759018758,0
2023,0,6,-0.5378374098015035,0,27,2,5,45,46,1,-0.2958152958152958,0
2021,1,5,0.0,1,37,1,5,17,50,1,3.282828282828283,0
2020,1,6,-0.09412154671526313,1,44,2,5,17,47,1,-0.3318903318903319,0
2019,1,8,-0.09412154671526313,0,34,2,7,17,7,1,0.2741702741702742,2
2022,1,6,-0.32270244588090213,1,69,2,5,17,50,1,0.6277056277056277,1
2022,1,6,-0.33614838112593975,1,69,2,5,17,50,1,0.6204906204906205,1
2022,1,5,-0.2420268344106766,1,69,2,5,17,49,1,0.19336219336219337,1
2018,1,5,0.5378374098015035,1,50,0,7,17,54,1,0.03607503607503607,0
2007,1,5,0.5132571441296393,1,1,1,7,17,64,1,-0.41414141414141414,0
2022,1,6,-0.33614838112593975,1,69,2,5,17,50,1,0.6349206349206349,1
2021,1,5,-0.17479715818548866,0,44,2,5,17,50,1,0.18037518037518038,0
2021,1,5,0.7664183089671426,0,27,1,7,17,7,1,0.44733044733044736,2
2008,1,5,0.8739857909274433,1,27,0,7,17,56,1,-0.5411255411255411,0
2021,1,8,0.09412154671526313,0,67,2,5,56,46,0,-0.670995670995671,0
2016,1,5,0.5378374098015035,0,25,2,5,17,53,1,-0.10533910533910534,0
2019,1,0,0.07154582143884501,1,69,3,5,17,9,1,-0.08658008658008658,2
2022,1,5,-0.5375281532908677,1,46,1,7,17,59,1,5.171717171717172,0
2022,1,5,-0.537635720772828,1,46,1,5,17,59,1,6.6435786435786435,0
2014,1,8,1.8365265113787042,0,18,3,3,45,9,0,-0.3968253968253968,2
2015,1,5,0.6050670860266915,0,25,2,5,46,50,1,-0.18037518037518038,0
2018,1,1,-0.1210134172053383,1,47,2,5,45,50,1,1.6522366522366523,0
2024,0,5,-0.5378374098015035,0,44,2,5,45,54,1,0.4963924963924964,0
2010,1,8,0.3764861868610525,1,69,2,7,45,63,1,0.6277056277056277,0
2022,1,5,-0.2823646401457894,1,69,2,5,45,41,1,-0.18759018759018758,1
2021,1,3,-0.457161798331278,0,27,2,5,45,50,1,0.4963924963924964,0
2015,1,5,0.30925651063586457,1,36,1,4,45,76,1,5.115440115440116,0
2022,0,6,-0.5378374098015035,1,1,2,5,45,50,1,1.3636363636363635,0
2013,1,5,1.0084451433778192,0,18,2,5,1,52,1,-0.4906204906204906,0
2021,1,6,0.2151349639206014,0,46,3,5,45,50,1,0.6854256854256854,0
2023,0,5,-0.5378374098015035,1,73,1,7,58,31,1,5.115440115440116,0
2014,1,5,0.5378374098015035,1,36,1,5,45,59,1,2.2784992784992784,0
2010,1,3,-0.535860857320483,0,69,3,8,40,50,0,-0.5743145743145743,1
2019,1,6,0.29581057539082695,0,27,2,5,17,50,1,-0.21645021645021645,0
2009,1,5,1.6135122294045108,0,18,3,7,59,10,0,-0.5266955266955267,2
2020,1,6,-0.30925651063586457,0,27,2,5,45,46,1,-0.32756132756132755,0
2023,0,3,-0.5378374098015035,0,51,2,5,45,48,1,0.3953823953823954,0
2020,1,5,0.1075674819603007,1,18,0,7,17,5,1,0.45165945165945165,2
2001,1,6,2.0168902867556384,1,69,3,5,17,59,1,0.8585858585858586,0
2019,1,3,-0.3495943163709773,0,27,2,5,17,48,1,0.12121212121212122,0
2006,1,6,0.9412154671526313,1,37,3,5,17,73,1,-0.09379509379509379,0
2023,1,6,-0.4974996040663908,0,27,2,5,22,46,1,-0.20923520923520925,0
2023,0,3,-0.5378374098015035,0,51,2,5,45,48,1,0.5194805194805194,0
2023,0,3,-0.5378374098015035,0,51,2,5,45,43,1,0.15007215007215008,0
2005,1,8,1.075674819603007,1,27,3,6,17,10,0,-0.7792207792207793,2
2018,1,5,0.5378374098015035,1,25,2,7,17,47,1,0.1443001443001443,0
2021,1,6,-0.26891870490075176,0,70,3,5,17,50,1,-0.07936507936507936,1
2023,0,6,-0.5378374098015035,0,25,2,5,1,47,1,-0.06637806637806638,0
2019,1,3,0.6722967622518795,0,69,3,8,30,50,1,-0.11544011544011544,1
2024,0,0,-0.5378374098015035,0,18,0,5,45,5,1,0.3203463203463203,2
2024,0,6,-0.5378374098015035,1,44,2,5,22,47,1,-0.33910533910533913,0
2019,1,6,-0.41682399259616526,0,50,2,5,48,47,1,-0.2958152958152958,0
2010,1,7,1.479052876954135,1,30,3,2,17,0,0,-0.6017316017316018,2
2024,0,6,-0.5378374098015035,1,46,1,5,41,59,1,10.597402597402597,0
2021,1,5,0.4033780573511277,0,44,2,5,17,50,1,0.17893217893217894,0
2021,1,6,-0.26891870490075176,0,46,3,5,17,50,1,0.8585858585858586,0
2024,0,3,-0.5378374098015035,0,27,2,5,45,5,1,0.35209235209235207,2
2019,1,5,0.5109455393114284,1,18,3,7,45,5,1,0.2784992784992785,2
2022,1,6,-0.13445935245037588,1,48,2,5,17,43,0,-0.4906204906204906,0
2022,1,6,0.13445935245037588,0,25,2,5,17,47,1,-0.16594516594516595,0
2017,1,5,0.5378374098015035,0,46,1,5,17,50,1,0.4184704184704185,0
2022,1,6,-0.33614838112593975,0,34,2,5,17,50,1,-0.04329004329004329,0
2022,1,4,-0.13445935245037588,0,44,2,5,17,47,1,-0.02886002886002886,0
2022,1,6,-0.30925651063586457,0,69,2,5,17,47,1,-0.19624819624819625,1
2020,1,5,0.26891870490075176,1,18,0,7,17,5,1,0.4401154401154401,2
2022,1,5,-0.41816858612066904,0,46,1,5,45,50,1,1.8946608946608947,0
2015,1,5,-0.05378374098015035,1,36,1,7,17,59,1,2.4891774891774894,0
2020,1,6,-0.026891870490075177,0,46,3,5,17,50,1,0.9235209235209235,0
2018,1,6,-0.026891870490075177,0,27,2,5,45,48,1,-0.23088023088023088,0
2020,1,0,-0.1210134172053383,1,18,0,5,45,5,1,0.42568542568542567,2
2020,1,0,0.2151349639206014,1,18,0,5,45,5,1,0.10101010101010101,2
2022,1,6,-0.16135122294045107,0,70,3,5,17,50,1,-0.007215007215007215,1
2014,1,5,0.2823646401457894,1,37,1,7,45,73,1,2.9336219336219336,0
2007,1,5,0.5132571441296393,1,2,1,7,17,75,1,-0.6132756132756133,0
2016,1,6,-0.05378374098015035,0,46,3,5,45,74,1,2.4718614718614718,0
2021,1,3,-0.2823646401457894,0,34,2,5,17,46,1,-0.04329004329004329,0
2022,1,5,-0.29581057539082695,1,37,1,5,45,63,1,4.507936507936508,0
2010,1,6,0.0,1,56,1,4,17,83,1,9.01154401154401,0
2016,1,3,0.5132571441296393,0,69,3,8,2,50,0,-0.443001443001443,1
2021,1,5,0.0,0,70,1,7,17,50,1,0.31746031746031744,0
2022,1,8,-0.18824309343052625,0,34,2,8,45,7,1,0.784992784992785,2
2024,0,6,-0.5378374098015035,1,69,2,5,45,54,1,1.0505050505050506,1
2021,1,5,-0.33614838112593975,0,27,1,7,17,54,1,0.6204906204906205,0
2021,1,5,0.13445935245037588,0,70,1,7,17,50,1,0.30303030303030304,0
2021,1,3,-0.06722967622518794,0,51,2,5,45,48,1,0.2741702741702742,0
2021,1,6,-0.26891870490075176,0,70,3,5,17,50,1,-0.08658008658008658,1
2014,1,5,0.8067561147022554,1,69,0,7,17,56,1,0.5930735930735931,0
2024,0,6,-0.5378374098015035,0,46,3,5,45,50,1,3.6854256854256855,0
2022,1,3,-0.4033915032863727,1,27,2,5,22,47,1,-0.04329004329004329,0
2017,1,0,-0.05378374098015035,1,18,0,5,45,15,1,-0.021645021645021644,2
2008,1,8,0.5132571441296393,0,18,3,6,21,9,0,-0.6637806637806638,2
2024,0,5,-0.5378374098015035,0,34,1,7,45,7,1,0.7417027417027418,2
2024,0,5,-0.5378374098015035,0,51,2,7,45,48,1,0.784992784992785,0
2023,1,5,-0.4101010249736465,0,44,2,5,17,50,1,0.41125541125541126,0
2024,0,3,-0.5378374098015035,1,41,2,5,17,47,1,0.049062049062049064,0
2014,1,6,0.6722967622518795,0,8,2,5,14,48,0,-0.6060606060606061,0
2021,1,5,-0.35990734870392116,0,25,2,7,17,47,1,0.30735930735930733,0
2021,1,6,0.5132571441296393,0,69,2,5,22,47,0,-0.35353535353535354,1
2022,1,6,-0.30925651063586457,0,46,3,5,45,50,1,2.486291486291486,0
2024,0,5,-0.5378374098015035,0,70,1,5,17,87,1,0.8874458874458875,1
2024,0,5,-0.5378374098015035,0,34,2,7,45,47,1,-0.05916305916305916,0
2017,1,3,0.5132571441296393,0,69,3,8,17,50,0,-0.30303030303030304,1
2016,1,8,0.7395264384770674,1,25,2,8,17,53,1,0.40404040404040403,0
2024,0,6,-0.5378374098015035,1,69,2,5,17,54,1,1.0317460317460319,1
2024,0,8,-0.5378374098015035,1,72,2,7,45,50,1,1.924963924963925,0
2022,1,6,0.33614838112593975,0,25,2,5,45,47,1,-0.20202020202020202,0
2024,0,4,-0.5378374098015035,0,27,2,5,17,44,1,-0.36075036075036077,0
2016,1,5,0.5109455393114284,0,27,0,7,17,7,1,0.05772005772005772,2
2023,0,6,-0.5378374098015035,1,25,2,5,2,47,1,0.16594516594516595,0
2024,0,5,-0.5378374098015035,1,69,2,5,17,28,1,0.1341991341991342,1
2019,1,5,0.20168902867556385,1,69,3,7,45,47,1,-0.21645021645021645,1
2014,1,2,-0.2420268344106766,1,34,2,5,45,50,1,-0.31746031746031744,0
2024,0,5,-0.5378374098015035,1,69,2,5,45,30,1,0.4329004329004329,1
2024,0,6,-0.5378374098015035,0,27,2,5,13,48,1,-0.1111111111111111,0
2016,1,6,0.3899321221060901,0,34,2,5,17,48,0,-0.4660894660894661,0
2024,0,5,-0.5378374098015035,0,44,2,5,46,50,1,0.2077922077922078,0
2022,1,3,-0.04033780573511277,0,34,2,5,45,47,1,-0.1370851370851371,0
2019,1,5,0.20168902867556385,1,69,3,7,45,47,1,-0.21645021645021645,1
2023,1,6,-0.5375012614203776,0,46,3,5,45,50,1,2.2857142857142856,0
2022,1,6,0.33614838112593975,0,25,2,5,45,47,1,-0.20202020202020202,0
2019,1,6,-0.21514840985584646,0,46,3,5,45,50,1,1.2178932178932178,0
2018,1,5,-0.17479715818548866,1,52,1,5,45,58,1,5.692640692640692,0
2019,1,0,0.026891870490075177,1,48,3,5,17,10,1,-0.2828282828282828,2
2023,0,6,-0.5378374098015035,1,48,2,5,45,43,0,-0.3968253968253968,0
2021,1,8,-0.2823646401457894,1,46,3,6,45,50,1,2.9494949494949494,0
2023,0,5,-0.5378374098015035,1,63,1,5,45,50,1,0.22943722943722944,0
2016,1,8,0.33614838112593975,1,46,3,8,45,50,1,0.2077922077922078,0
2024,0,6,-0.5378374098015035,0,69,2,5,2,47,0,-0.2842712842712843,1
2024,0,5,-0.5378374098015035,0,69,3,7,13,9,1,0.7763347763347763,1
2011,1,3,0.5132571441296393,0,69,3,8,2,50,0,-0.6089466089466089,1
2022,1,6,-0.4786752947233382,0,46,3,5,45,47,1,1.5367965367965368,0
2022,1,6,-0.41951317964517276,0,46,3,5,17,50,1,1.6955266955266954,0
2020,1,5,0.5378374098015035,0,27,1,7,17,7,1,0.3823953823953824,2
2020,1,5,0.1075674819603007,1,18,0,7,17,5,1,0.47619047619047616,2
2024,0,0,-0.5378374098015035,0,18,3,5,17,5,1,-0.011544011544011544,2
2022,1,6,-0.3630402516160149,0,69,2,5,17,47,1,-0.25396825396825395,1
2024,0,5,-0.5378374098015035,1,25,2,7,61,47,1,0.02886002886002886,0
2006,1,6,-0.5355516008098472,1,37,3,5,45,73,1,-0.10101010101010101,0
2018,1,5,0.228580899165639,0,46,3,5,45,50,1,0.42568542568542567,0
2002,1,4,1.963106545775488,0,11,2,5,2,39,0,-0.8715728715728716,0
2018,1,6,1.277363848278571,0,27,2,5,1,44,0,-0.5772005772005772,0
2024,0,5,-0.5378374098015035,0,18,2,5,45,47,1,0.13275613275613277,0
2019,1,6,-0.228580899165639,0,69,2,5,17,47,1,-0.30303030303030304,1
2022,1,5,-0.25993682015706665,0,44,2,7,45,54,1,0.4227994227994228,0
2021,1,6,-0.1210134172053383,1,48,2,5,17,43,1,-0.40404040404040403,0
2022,1,6,-0.3764861868610525,1,48,2,5,17,43,1,-0.3463203463203463,0
2020,1,8,-0.13445935245037588,0,18,2,7,53,50,1,0.23809523809523808,0
2017,1,5,0.013445935245037588,1,69,3,7,59,56,1,0.11544011544011544,1
2023,0,5,-0.5378374098015035,1,72,1,5,45,50,1,3.526695526695527,0
2021,1,5,-0.32270244588090213,1,37,1,7,17,63,1,3.5281385281385282,0
2022,1,4,-0.4302699278412028,0,70,2,5,45,46,1,-0.45021645021645024,1
2008,1,4,0.5132571441296393,0,11,2,5,61,39,0,-0.8888888888888888,0
2008,1,3,0.5132571441296393,0,69,3,8,59,50,0,-0.6349206349206349,1
2017,1,5,0.26891870490075176,1,1,1,5,17,50,1,0.9292929292929293,0
2024,0,5,-0.5378374098015035,1,69,2,5,45,41,1,-0.23376623376623376,1
2023,0,5,-0.5378374098015035,1,48,2,7,45,47,1,0.004329004329004329,0
2006,1,4,0.5132571441296393,0,11,2,5,30,39,0,-0.8802308802308803,0
2018,1,5,0.13445935245037588,0,27,0,7,17,53,1,0.1443001443001443,0
2016,1,0,1.11601262533812,1,18,0,5,2,15,1,-0.18037518037518038,2
2023,0,5,-0.5378374098015035,1,64,2,7,45,28,0,-0.2972582972582973,0
2022,1,5,0.1075674819603007,1,64,2,7,17,47,1,-0.18759018759018758,0
2022,1,5,-0.4033780573511277,1,37,1,5,17,35,1,5.8354978354978355,0
2016,1,6,0.6722967622518795,0,44,2,5,59,47,1,-0.46176046176046176,0
2024,0,5,-0.5378374098015035,1,72,1,5,45,50,1,2.1832611832611835,0
2022,1,6,-0.1075674819603007,0,27,2,5,9,50,1,-0.1443001443001443,0
2020,1,5,-0.18824309343052625,0,46,1,5,17,50,1,1.621933621933622,0
2024,0,6,-0.5378374098015035,0,69,2,5,34,47,1,-0.15873015873015872,1
2024,0,5,-0.5378374098015035,1,18,0,7,45,5,1,1.0822510822510822,2
2018,1,5,0.5132571441296393,0,44,2,5,22,50,1,0.005772005772005772,0
2022,1,8,-0.26891870490075176,0,34,2,7,17,63,1,1.204906204906205,0
2019,1,0,0.9412154671526313,1,8,3,5,45,10,1,-0.3463203463203463,2
2015,1,0,0.5132571441296393,1,44,0,5,22,15,1,-0.40404040404040403,2
2013,1,2,0.6857426974969171,1,2,3,4,45,50,1,0.06493506493506493,0
2019,1,0,0.3899321221060901,1,18,0,5,45,5,1,0.3318903318903319,2
2023,0,5,-0.5378374098015035,1,37,1,7,17,62,1,11.32034632034632,0
2022,1,3,0.05378374098015035,0,34,2,5,59,46,1,-0.08658008658008658,0
2017,1,0,-0.04706077335763156,1,18,0,5,45,15,1,-0.021645021645021644,2
2018,1,6,0.18824309343052625,1,52,3,4,45,59,1,3.5613275613275612,0
2023,0,5,-0.5378374098015035,1,73,1,5,58,50,1,1.378066378066378,0
2019,1,6,0.3495943163709773,0,34,2,5,17,48,1,-0.2453102453102453,0
2018,1,5,0.4033780573511277,1,18,1,7,17,52,1,0.6551226551226551,0
2019,1,5,0.13445935245037588,1,69,0,7,17,12,1,0.46176046176046176,2
2022,0,5,-0.5378374098015035,1,2,1,5,45,59,1,4.490620490620491,0
2024,0,5,-0.5378374098015035,1,63,1,5,17,50,1,0.26551226551226553,0
2023,0,5,-0.5378374098015035,0,70,1,5,45,87,1,0.6277056277056277,1
2023,0,5,-0.5378374098015035,0,48,2,7,45,50,1,0.3578643578643579,0
2023,0,5,-0.5378374098015035,0,25,2,7,22,47,1,0.7142857142857143,0
2020,1,5,0.14790528769541347,0,27,1,7,17,7,1,0.3362193362193362,2
2016,1,6,0.524391474556466,1,1,1,5,17,50,1,0.17893217893217894,0
2022,1,6,-0.16135122294045107,0,46,3,5,17,50,1,1.7821067821067822,0
2019,1,6,0.5132571441296393,0,34,2,5,22,50,1,-0.23088023088023088,0
2019,1,5,0.524391474556466,0,70,3,7,17,50,1,0.02886002886002886,1
2023,1,5,-0.4773307011988344,0,44,2,7,17,54,1,0.5396825396825397,0
2024,1,5,-0.4033780573511277,0,69,2,7,17,47,1,-0.01443001443001443,1
2001,1,5,0.5132571441296393,1,69,0,8,59,72,0,-0.6204906204906205,0
2024,0,5,-0.5378374098015035,0,44,2,7,46,54,1,0.5324675324675324,0
2023,0,5,-0.5378374098015035,1,2,1,7,45,59,1,7.062049062049062,0
2014,1,6,0.5132571441296393,0,46,3,5,45,50,1,-0.023088023088023088,0
2024,0,5,-0.5378374098015035,1,48,2,7,41,37,1,0.06204906204906205,0
2015,1,5,0.26891870490075176,0,34,2,7,17,53,1,-0.3463203463203463,0
2024,0,5,-0.5378374098015035,0,69,2,7,55,47,1,0.047619047619047616,1
2023,0,0,-0.5378374098015035,1,48,3,5,17,9,1,0.07936507936507936,2
2020,1,5,0.5132571441296393,1,1,1,7,17,59,1,2.9494949494949494,0
2019,1,6,0.5132571441296393,0,69,2,5,17,47,0,-0.47619047619047616,1
2014,1,6,1.344593524503759,1,46,1,5,17,50,1,-0.15151515151515152,0
2021,1,4,-0.4033780573511277,1,47,2,4,17,47,1,1.3636363636363635,0
2022,0,5,-0.5378374098015035,1,46,3,7,33,45,1,1.4473304473304474,0
2018,1,5,0.6722967622518795,1,69,0,7,17,56,1,1.7676767676767677,0
2019,1,5,0.4033780573511277,1,69,0,7,17,56,1,1.924963924963925,0
2020,1,4,-0.20168902867556385,0,70,2,5,45,46,1,-0.49783549783549785,1
2021,1,6,-0.26891870490075176,1,73,1,5,17,50,1,0.9004329004329005,0
2020,1,0,-0.13445935245037588,1,18,0,5,45,5,1,0.4329004329004329,2
2022,1,5,-0.08067561147022553,1,46,1,7,17,59,1,5.331890331890332,0
2010,1,3,0.5132571441296393,0,34,2,7,59,48,0,-0.7215007215007215,0
2009,1,6,0.1075674819603007,1,43,3,4,17,81,1,11.897546897546897,0
2019,1,5,0.5378374098015035,0,27,1,7,17,7,1,0.2741702741702742,2
2019,1,6,-0.33614838112593975,0,46,3,5,17,59,1,2.878787878787879,0
2011,1,5,0.8067561147022554,1,37,1,5,17,63,1,0.4963924963924964,0
2016,1,6,-0.16135122294045107,0,46,3,5,17,50,1,0.10101010101010101,0
2022,1,6,-0.013445935245037588,0,44,2,5,22,47,1,-0.13275613275613277,0
2021,1,5,-0.26891870490075176,1,37,1,5,17,63,1,4.177489177489178,0
2009,1,2,0.5132571441296393,1,34,2,5,21,50,1,-0.5425685425685426,0
2010,1,5,0.5132571441296393,1,69,2,7,58,56,1,-0.10822510822510822,1
2016,1,4,-0.4302699278412028,1,72,2,5,17,48,1,-0.455988455988456,0
2023,0,6,-0.5378374098015035,0,25,2,5,2,47,1,-0.06637806637806638,0
2022,1,5,-0.05378374098015035,1,18,3,7,45,5,1,0.7705627705627706,2
2019,1,5,0.13445935245037588,0,27,1,7,17,7,1,0.35353535353535354,2
2018,1,5,0.3630402516160149,0,46,3,5,17,50,1,0.3968253968253968,0
2022,1,5,-0.2972896282677811,1,46,1,7,45,59,1,5.68975468975469,0
2024,0,0,-0.5378374098015035,0,18,3,5,2,5,1,0.07503607503607504,2
2020,1,5,0.0,0,44,2,5,17,50,1,0.1443001443001443,0
2022,1,5,-0.2823646401457894,0,46,1,5,45,50,1,1.505050505050505,0
2022,1,5,-0.2420268344106766,0,46,1,5,45,50,1,1.997113997113997,0
2019,1,6,0.5132571441296393,0,69,2,5,59,47,1,-0.31746031746031744,1
2020,1,5,-0.2689321508359968,1,46,1,7,45,59,1,4.9393939393939394,0
2022,1,5,-0.2823646401457894,0,46,1,5,45,50,1,1.505050505050505,0
2022,1,5,-0.2420268344106766,0,46,1,5,45,50,1,1.997113997113997,0
2010,1,7,0.5132571441296393,0,34,3,3,58,0,0,-0.7070707070707071,2
2021,1,6,-0.41951317964517276,0,46,3,5,45,47,1,0.6392496392496393,0
2016,1,2,-0.04014956264168224,1,52,3,2,45,50,1,2.803751803751804,0
2010,1,6,0.5132571441296393,0,25,2,5,37,50,1,-0.5483405483405484,0
2022,1,6,-0.4302699278412028,0,46,3,5,45,50,1,1.5627705627705628,0
2020,1,6,-0.26891870490075176,1,52,3,4,45,59,1,5.227994227994228,0
2020,1,5,0.08968438808440073,0,46,1,5,45,50,1,1.593073593073593,0
2024,0,3,-0.5378374098015035,1,64,0,4,45,37,1,0.26551226551226553,0
2022,1,6,-0.06722967622518794,1,73,1,5,45,50,1,1.7662337662337662,0
2023,0,5,-0.5378374098015035,1,30,3,7,45,2,0,0.2481962481962482,2
2022,1,5,-0.13445935245037588,1,64,2,7,17,47,1,-0.19480519480519481,0
2016,1,6,0.5132571441296393,1,46,1,5,45,50,1,0.44733044733044736,0
2022,1,3,-0.04033780573511277,0,51,2,5,17,48,1,0.3362193362193362,0
2018,1,5,-0.20168902867556385,0,48,0,7,17,53,1,-0.007215007215007215,0
2024,0,5,-0.5378374098015035,0,69,2,7,17,47,1,-0.06060606060606061,1
2021,1,5,0.0,1,69,2,5,58,49,1,0.09379509379509379,1
2024,0,6,-0.5378374098015035,0,46,3,5,41,47,1,1.0577200577200576,0
2023,0,3,-0.5378374098015035,1,25,2,5,22,47,1,0.0707070707070707,0
2019,1,4,0.5378374098015035,1,69,2,5,48,43,0,-0.5988455988455988,1
2018,1,5,0.33614838112593975,1,18,0,7,53,5,1,0.3463203463203463,2
2023,0,8,-0.5378374098015035,1,72,2,7,45,50,1,2.212121212121212,0
2022,1,5,-0.06722967622518794,0,48,2,7,17,50,1,0.08658008658008658,0
2018,1,5,-0.20168902867556385,0,48,0,7,17,53,1,-0.024531024531024532,0
2018,1,5,0.4033780573511277,0,44,2,5,17,50,1,-0.050505050505050504,0
2014,1,4,0.5132571441296393,1,27,2,5,13,41,0,-0.7070707070707071,0
2019,1,6,0.26891870490075176,0,46,3,5,17,59,1,3.2395382395382395,0
2022,1,6,-0.5109455393114284,1,44,2,5,59,47,1,-0.36075036075036077,0
2020,1,6,0.2554727696557142,0,27,2,5,61,46,1,-0.31746031746031744,0
2009,1,5,0.5132571441296393,0,8,2,7,21,53,0,-0.6868686868686869,0
2016,1,5,0.5378374098015035,1,37,1,7,17,80,1,5.764790764790765,0
2022,1,3,-0.3630402516160149,1,44,2,5,17,47,1,-0.12265512265512266,0
2016,1,4,-0.13445935245037588,0,64,2,5,17,46,1,-0.45454545454545453,0
2020,1,5,0.4033780573511277,1,69,3,7,17,47,1,-0.18759018759018758,1
2022,1,5,-0.47060773357631563,0,44,2,5,7,50,1,0.23809523809523808,0
2009,1,6,0.5132571441296393,0,69,2,5,0,47,0,-0.6998556998556998,1
2019,1,5,0.026891870490075177,0,44,2,7,17,54,1,0.20202020202020202,0
2011,1,4,-0.18824309343052625,0,8,2,5,17,39,0,-0.8297258297258298,0
2015,1,8,0.026891870490075177,1,46,3,7,17,6,1,0.6406926406926406,2
2022,0,5,-0.5378374098015035,1,2,1,5,17,50,1,4.32034632034632,0
2023,0,5,-0.5378374098015035,1,69,2,5,17,49,1,0.26695526695526695,1
2015,1,8,0.5132571441296393,0,18,3,16,21,9,0,-0.3708513708513709,2
2023,1,6,-0.4033780573511277,0,44,2,5,22,47,1,-0.023088023088023088,0
2024,0,3,-0.5378374098015035,0,34,2,5,45,48,1,0.06349206349206349,0
2022,1,3,-0.3899321221060901,1,27,2,5,17,47,1,-0.02886002886002886,0
2008,1,5,0.6991886327419546,1,46,1,5,45,63,1,-0.5223665223665224,0
2021,1,3,-0.3495943163709773,1,25,2,5,17,49,1,0.02886002886002886,0
2023,1,9,-0.4974996040663908,1,73,1,5,17,50,1,2.59018759018759,0
2020,1,4,-0.13445935245037588,1,69,2,5,59,43,1,-0.46176046176046176,1
2012,1,0,0.5132571441296393,1,50,0,5,21,10,0,-0.5873015873015873,2
2021,1,5,-0.4033780573511277,1,73,1,7,17,31,1,4.392496392496392,0
2015,1,3,0.3764861868610525,1,27,2,5,59,50,1,-0.15873015873015872,0
2015,1,5,0.5132571441296393,0,69,3,7,36,10,0,-0.10822510822510822,1
2022,1,5,-0.28682869064714184,1,69,2,5,45,30,1,0.3088023088023088,1
2020,1,0,0.3899321221060901,1,69,0,5,17,12,1,0.26551226551226553,2
2024,0,5,-0.5378374098015035,0,70,2,5,17,90,1,0.02886002886002886,1
2020,1,5,-0.06722967622518794,1,73,1,5,17,50,1,1.2756132756132756,0
2024,0,5,-0.5378374098015035,0,70,2,5,17,90,1,0.15873015873015872,1
2024,0,5,-0.5378374098015035,0,70,2,5,17,90,1,0.15873015873015872,1
2023,1,3,-0.228580899165639,0,69,3,8,17,50,0,0.10101010101010101,1
2024,0,5,-0.5378374098015035,0,70,2,5,17,85,1,-0.2698412698412698,1
2024,0,5,-0.5378374098015035,0,70,2,5,17,90,1,0.15873015873015872,1
2024,0,5,-0.5378374098015035,1,33,0,5,45,50,1,4.662337662337662,0
2024,0,5,-0.5378374098015035,0,70,2,5,17,85,1,-0.2698412698412698,1
2024,0,5,-0.5378374098015035,0,70,2,5,17,85,1,-0.2698412698412698,1
2017,1,5,-0.13445935245037588,1,42,1,5,17,59,1,2.792207792207792,0
2018,1,4,0.13686617485923763,1,69,2,5,45,47,1,-0.2741702741702742,1
2020,1,3,-0.13445935245037588,0,34,2,5,7,46,1,-0.12987012987012986,0
2024,0,5,-0.5378374098015035,0,70,2,5,17,90,1,0.15873015873015872,1
2020,1,6,0.5132571441296393,0,69,2,5,10,47,0,-0.4401154401154401,1
2009,1,6,0.5132571441296393,0,69,2,5,58,49,1,-0.5266955266955267,1
2020,1,8,0.26891870490075176,1,46,3,6,17,50,1,2.3015873015873014,0
2024,0,5,-0.5378374098015035,1,72,1,5,45,50,1,2.1832611832611835,0
2022,1,5,-0.47060773357631563,0,46,1,5,45,50,1,2.168831168831169,0
2019,1,0,0.3899321221060901,1,18,0,5,45,5,1,0.3318903318903319,2
2024,0,6,-0.5378374098015035,1,44,2,5,45,47,1,-0.22510822510822512,0
2023,0,6,-0.5378374098015035,0,44,2,5,45,54,1,0.3088023088023088,0
2024,0,5,-0.5378374098015035,0,44,2,7,45,54,1,0.42424242424242425,0
2019,1,5,0.26891870490075176,0,34,2,7,17,53,1,-0.08080808080808081,0
2024,0,4,-0.5378374098015035,0,44,2,5,45,47,1,-0.023088023088023088,0
2021,1,4,-0.09412154671526313,0,27,2,5,45,44,1,-0.3997113997113997,0
2016,1,3,0.5132571441296393,1,27,2,5,7,50,1,-0.09379509379509379,0
2023,0,5,-0.5378374098015035,0,44,2,5,45,50,1,0.27994227994227994,0
2024,0,4,-0.5378374098015035,0,44,2,5,45,47,1,0.03463203463203463,0
2010,1,4,0.5132571441296393,1,1,2,4,13,46,1,-0.4401154401154401,0
2021,1,5,0.5132571441296393,0,27,1,7,7,7,1,0.670995670995671,2
2022,1,6,-0.3899321221060901,0,69,2,5,45,47,1,-0.2106782106782107,1
2009,1,6,0.5378374098015035,0,69,2,5,45,53,1,-0.42712842712842713,1
2024,0,3,-0.5378374098015035,0,34,2,5,17,47,1,-0.11688311688311688,0
2021,1,5,1.1294585605831575,1,46,1,5,45,59,1,5.401154401154401,0
2017,1,0,-0.5377163963842982,1,18,0,5,46,15,1,-0.1443001443001443,2
2020,1,6,-0.33614838112593975,0,27,2,5,45,46,1,-0.31601731601731603,0
2015,1,4,0.9949992081327816,1,27,2,5,24,41,0,-0.7070707070707071,0
