Năm sản xuất,Tình trạng,Kiểu dáng,Số Km đã đi,Xuất xứ,Hãng xe,Dẫn động,Số chỗ ngồi,Địa điểm,Động cơ,Hộp số,Giá
2020,1,6,0.26891870490075176,0,27,2,5,47,50,1,-0.18181818181818182
2021,1,6,-0.5374340317441524,0,69,2,5,46,47,1,-0.2453102453102453
2021,1,5,-0.14790528769541347,1,37,1,5,17,63,1,4.177489177489178
2009,1,6,1.075674819603007,0,69,2,5,17,49,1,-0.47619047619047616
2019,1,5,0.5378374098015035,1,18,3,7,17,5,1,0.10101010101010101
2022,1,5,-0.13445935245037588,0,34,1,7,22,7,1,0.6262626262626263
2023,1,6,-0.3630402516160149,0,27,2,5,45,46,1,-0.22077922077922077
2022,1,5,-0.2420268344106766,1,69,2,5,22,49,1,0.11255411255411256
2015,1,5,0.32767744192156606,1,6,1,8,45,82,1,3.6002886002886
2023,0,0,-0.5378374098015035,1,48,0,5,17,9,1,0.26695526695526695
2022,1,6,-0.013445935245037588,1,25,2,5,17,47,1,0.5541125541125541
2019,1,3,0.5378374098015035,0,69,3,8,17,50,0,-0.23088023088023088
2021,1,5,0.13445935245037588,1,48,0,7,17,9,1,0.49206349206349204
2013,1,7,3.8993212210609007,0,64,3,2,61,48,0,-0.7445887445887446
2024,0,5,-0.5378374098015035,1,18,3,7,17,5,1,0.84992784992785
2023,1,5,-0.3495943163709773,1,48,2,7,17,47,1,-0.027417027417027416
2020,1,5,0.4033780573511277,1,48,2,7,10,47,1,-0.19480519480519481
2022,1,5,-0.08067561147022553,0,27,1,7,17,7,1,0.784992784992785
2003,1,8,1.6135122294045108,0,69,3,3,17,53,0,-0.847041847041847
2022,1,4,-0.30925651063586457,0,70,2,5,17,46,1,-0.4401154401154401
2024,0,6,-0.5378374098015035,1,69,2,5,45,50,1,0.7864357864357865
2023,0,5,-0.5378374098015035,1,63,1,5,17,50,1,0.27994227994227994
2015,1,6,0.5378374098015035,1,46,1,5,17,50,1,0.015873015873015872
2024,0,3,-0.5378374098015035,0,34,2,5,45,46,1,0.09235209235209235
2022,1,6,-0.32270244588090213,0,27,2,5,22,46,1,-0.240981240981241
2022,1,5,-0.4356483019392179,1,69,2,5,22,49,1,0.2453102453102453
2024,0,6,-0.5378374098015035,0,69,2,5,1,47,0,-0.2727272727272727
2023,0,5,-0.5378374098015035,1,64,2,7,45,28,1,-0.19624819624819625
2022,1,8,0.0,0,34,2,8,45,7,1,0.7142857142857143
2020,1,3,-0.26891870490075176,1,41,2,5,17,47,1,-0.35353535353535354
2018,1,5,0.4033780573511277,1,18,1,7,17,52,1,0.6565656565656566
2021,1,5,-0.4703119230009248,1,33,0,5,45,50,1,3.4314574314574315
2020,1,3,0.06722967622518794,0,27,2,5,17,50,1,-0.15151515151515152
2020,1,5,0.3899321221060901,1,37,1,5,17,50,1,2.9365079365079363
2021,1,4,-0.013445935245037588,0,70,2,5,17,46,1,-0.4704184704184704
2019,1,5,-0.013445935245037588,1,25,2,7,17,47,1,0.16594516594516595
2021,1,5,-0.2823646401457894,1,69,2,5,17,49,1,0.19480519480519481
2017,1,5,0.5378374098015035,0,27,0,7,17,53,1,0.04329004329004329
2021,1,3,-0.44371586308624045,0,51,2,5,17,43,1,0.06349206349206349
2017,1,5,0.6722967622518795,1,69,3,7,17,9,0,0.05772005772005772
2022,1,3,-0.013445935245037588,0,69,3,8,45,50,0,0.05772005772005772
2019,1,5,0.5378374098015035,0,48,2,7,17,50,1,-0.06493506493506493
2021,1,3,0.13445935245037588,0,27,2,5,17,5,1,0.20202020202020202
2022,1,5,-0.2823646401457894,1,18,3,7,17,5,1,0.8008658008658008
2016,1,5,1.277363848278571,0,69,3,7,45,56,1,-0.06493506493506493
2023,1,8,-0.33614838112593975,0,27,2,7,45,47,1,0.40404040404040403
2022,1,3,-0.228580899165639,0,34,2,5,17,47,1,-0.20202020202020202
2020,1,6,-0.06722967622518794,0,34,2,5,17,46,1,-0.3838383838383838
2023,1,3,0.5132571441296393,0,34,2,5,33,47,1,-0.19480519480519481
2021,1,5,-0.1210134172053383,1,69,3,7,17,47,1,-0.1443001443001443
2021,1,5,-0.18824309343052625,1,18,3,7,45,5,1,0.4834054834054834
2024,0,0,-0.5378374098015035,1,18,0,5,17,5,1,0.784992784992785
2023,0,6,-0.5378374098015035,0,46,1,5,33,50,1,3.3261183261183263
2023,0,5,-0.5378374098015035,1,63,1,5,17,50,1,0.33766233766233766
2021,1,0,0.0,1,18,0,5,17,5,1,0.42568542568542567
2022,1,6,-0.13445935245037588,0,70,3,5,17,50,1,-0.02886002886002886
2009,1,4,0.5132571441296393,1,69,2,5,17,45,1,-0.5714285714285714
2024,0,5,-0.5378374098015035,1,69,0,7,17,56,1,2.803751803751804
2022,1,5,0.0,1,69,2,5,17,41,1,-0.23088023088023088
2023,0,3,-0.5378374098015035,0,34,1,5,17,48,1,0.5180375180375181
2019,1,6,0.3630402516160149,0,69,2,5,17,47,1,-0.37373737373737376
2018,1,5,0.5378374098015035,0,44,1,5,17,54,1,-0.05772005772005772
2024,0,3,-0.5378374098015035,0,27,2,5,17,47,1,-0.10966810966810966
2020,1,3,0.2554727696557142,0,27,2,5,17,5,1,0.16305916305916307
2001,1,5,0.5132571441296393,0,69,0,8,30,72,0,-0.5772005772005772
2007,1,5,0.5132571441296393,1,1,1,7,21,64,1,-0.5151515151515151
2021,1,5,0.0,0,44,2,5,17,50,1,0.17316017316017315
2024,0,5,-0.5378374098015035,1,48,2,7,17,47,1,-0.15007215007215008
2023,0,5,-0.5378374098015035,1,46,1,5,17,93,1,6.268398268398268
2021,1,5,0.1075674819603007,0,46,1,5,45,50,1,1.189033189033189
2024,0,5,-0.5378374098015035,0,27,2,5,17,41,1,-0.12554112554112554
2023,1,5,-0.4974996040663908,1,18,3,7,45,5,1,0.8874458874458875
2024,0,2,-0.5378374098015035,1,63,3,2,17,53,1,1.4646464646464648
2023,1,5,-0.4033780573511277,0,44,2,5,17,50,1,0.15873015873015872
2023,1,5,-0.4840536688213532,0,44,2,5,17,50,1,0.23088023088023088
2016,1,6,-0.26891870490075176,0,46,3,5,17,50,1,0.06349206349206349
2021,1,6,-0.4302699278412028,1,52,3,4,45,59,1,6.91919191919192
2023,0,5,-0.5378374098015035,0,70,2,5,45,85,1,-0.2842712842712843
2022,1,4,-0.5028779781644058,1,47,2,4,17,50,1,1.621933621933622
2022,1,6,-0.13445935245037588,0,44,2,5,17,47,1,-0.08658008658008658
2014,1,6,0.5132571441296393,0,18,2,5,2,50,1,-0.5151515151515151
2023,1,3,-0.44909423718425545,0,34,2,5,22,46,1,-0.007215007215007215
2021,1,0,-0.13445935245037588,1,18,3,5,17,7,1,-0.12265512265512266
2024,0,5,-0.5378374098015035,0,18,2,5,17,47,1,0.2886002886002886
2022,1,5,-0.38977077088314965,1,33,0,5,45,50,1,3.2222222222222223
2023,1,5,-0.49346582349287954,0,18,2,5,45,47,1,0.2813852813852814
2019,1,5,0.14790528769541347,1,25,2,7,2,47,1,0.20634920634920634
2020,1,5,0.13445935245037588,1,48,2,7,17,47,1,-0.21645021645021645
2023,1,3,0.5132571441296393,0,34,2,5,1,48,1,-0.007215007215007215
2022,1,5,-0.2151349639206014,0,69,3,7,45,9,1,0.6926406926406926
2021,1,6,-0.2151349639206014,1,2,3,5,45,50,1,1.6507936507936507
2017,1,6,0.4033780573511277,1,46,1,5,17,59,1,4.379509379509379
2011,1,5,0.4302699278412028,1,37,1,5,17,63,1,0.45454545454545453
2024,0,5,-0.5378374098015035,0,46,1,5,45,50,1,2.3722943722943723
2020,1,3,-0.14790528769541347,0,27,2,5,17,50,1,0.07215007215007214
2023,0,5,-0.5378374098015035,1,63,1,5,17,50,1,0.4531024531024531
2024,0,5,-0.5378374098015035,1,18,3,7,17,5,1,0.5165945165945166
2024,0,6,-0.5378374098015035,1,48,2,5,17,43,1,-0.3217893217893218
2018,1,0,0.981553272887744,1,18,0,5,30,15,1,-0.021645021645021644
2024,0,5,-0.5378374098015035,1,18,0,7,17,5,1,1.1385281385281385
2024,0,5,-0.5378374098015035,0,18,2,5,17,47,1,0.12554112554112554
2021,1,2,-0.457161798331278,1,18,3,4,45,52,1,1.9393939393939394
2020,1,3,-0.30925651063586457,0,34,2,5,17,46,1,-0.11544011544011544
2021,1,5,0.026891870490075177,1,36,1,7,17,50,1,1.6378066378066378
2024,0,0,-0.5378374098015035,1,18,0,5,17,5,1,0.7994227994227994
2014,1,4,0.5132571441296393,1,27,2,5,21,41,0,-0.6868686868686869
2023,0,5,-0.5378374098015035,1,63,1,5,17,50,1,0.27994227994227994
2023,1,6,-0.5374340317441524,0,46,3,5,45,47,1,1.5497835497835497
2021,1,3,-0.2689321508359968,0,27,2,5,17,50,1,-0.10966810966810966
2022,1,5,-0.17479715818548866,1,69,2,7,17,47,1,-0.05772005772005772
2012,1,8,0.5132571441296393,1,27,3,6,17,10,0,-0.5339105339105339
2018,1,6,0.5132571441296393,0,25,2,5,29,47,1,-0.36796536796536794
2021,1,3,0.2554727696557142,0,69,3,7,45,50,1,0.20202020202020202
2024,0,8,-0.5378374098015035,1,72,2,7,45,50,1,2.212121212121212
2024,0,5,-0.5378374098015035,1,46,1,5,17,37,1,4.004329004329004
2024,0,5,-0.5378374098015035,0,27,1,7,45,54,1,0.6796536796536796
2024,0,6,-0.5378374098015035,0,27,2,5,17,46,1,-0.21933621933621933
2016,1,8,0.7395264384770674,1,25,2,8,17,53,1,0.40404040404040403
2022,0,6,-0.5378374098015035,1,1,1,5,45,59,1,3.5988455988455987
2023,0,5,-0.5378374098015035,0,46,1,5,33,50,1,2.3722943722943723
2023,0,6,-0.5378374098015035,0,46,3,5,33,47,1,1.722943722943723
2019,1,5,0.5378374098015035,0,69,3,7,17,9,0,0.2077922077922078
2024,0,5,-0.5378374098015035,0,70,2,5,17,85,1,-0.2698412698412698
2021,1,5,0.0,0,27,1,7,17,7,1,0.6998556998556998
2018,1,6,0.5378374098015035,0,69,2,5,36,47,0,-0.42857142857142855
2020,1,4,0.013445935245037588,0,27,2,5,17,44,0,-0.5194805194805194
2014,1,5,0.5378374098015035,0,18,2,5,45,47,1,-0.45454545454545453
2018,1,6,0.47060773357631563,0,69,2,5,17,50,1,0.03607503607503607
2022,1,5,-0.14790528769541347,1,37,1,5,17,50,1,3.56998556998557
2016,1,0,0.5647292802915788,1,18,3,5,22,7,1,-0.3362193362193362
2024,0,6,-0.5378374098015035,1,41,2,5,17,47,1,-0.26695526695526695
2019,1,6,0.524391474556466,0,46,3,5,17,50,1,0.7272727272727273
2014,1,6,0.5378374098015035,1,46,1,5,45,50,1,0.01875901875901876
2021,1,5,0.26891870490075176,0,27,1,7,45,54,1,0.5670995670995671
2024,0,5,-0.5378374098015035,0,70,2,5,17,90,1,0.07936507936507936
2019,1,5,0.13445935245037588,0,46,3,5,17,50,1,0.56998556998557
2019,1,5,0.30925651063586457,1,18,0,7,45,5,1,0.38095238095238093
2020,1,3,-0.30925651063586457,0,27,2,5,17,50,1,0.12987012987012986
2015,1,5,0.13445935245037588,1,69,1,8,17,80,1,3.6724386724386724
2016,1,6,0.457161798331278,0,46,3,5,17,50,1,0.021645021645021644
2019,1,6,0.05378374098015035,1,69,2,5,17,50,1,0.23088023088023088
2024,0,8,-0.5378374098015035,1,72,2,7,45,50,1,2.212121212121212
2019,1,5,0.524391474556466,0,70,3,7,17,50,1,0.03607503607503607
2018,1,5,0.08067561147022553,1,37,1,5,17,50,1,2.215007215007215
2022,1,5,-0.4101010249736465,0,44,1,5,17,54,1,0.3246753246753247
2010,1,4,-0.4033780573511277,1,1,2,4,17,46,1,-0.4401154401154401
2016,1,8,0.8067561147022554,1,69,1,7,17,63,1,1.7243867243867244
2022,1,5,-0.41682399259616526,0,44,1,6,17,54,1,0.5483405483405484
2020,1,6,-0.14790528769541347,0,70,3,5,17,50,1,-0.08080808080808081
2014,1,6,0.5132571441296393,1,52,3,4,17,64,1,1.4357864357864358
2019,1,5,0.18824309343052625,0,70,1,7,17,50,1,0.15151515151515152
2020,1,3,-0.13445935245037588,0,27,2,5,17,50,1,0.05772005772005772
2019,1,5,0.47060773357631563,1,48,2,7,17,47,1,-0.23809523809523808
2021,1,3,-0.47060773357631563,0,27,2,5,14,48,1,0.2886002886002886
2022,1,6,-0.013445935245037588,1,69,2,5,17,50,1,0.468975468975469
2022,1,6,-0.490776636443872,0,46,3,5,24,50,1,2.3304473304473303
2020,1,5,0.5132571441296393,1,48,2,7,22,47,1,-0.1443001443001443
2018,1,8,1.8824309343052625,1,69,3,15,17,14,0,0.12265512265512266
2023,0,5,-0.5378374098015035,1,48,0,7,30,9,1,1.0245310245310246
2018,1,4,0.26891870490075176,0,18,2,5,17,47,1,-0.4184704184704185
2017,1,6,0.6143313354105224,0,44,2,5,17,47,1,-0.2886002886002886
2020,1,5,-0.13445935245037588,1,64,2,7,30,47,1,-0.2597402597402597
2019,1,0,0.5132571441296393,1,18,0,5,61,5,1,-0.010101010101010102
2019,1,6,-0.32270244588090213,0,46,3,5,17,50,1,0.784992784992785
2017,1,6,0.26891870490075176,0,46,3,5,17,50,1,0.7402597402597403
2020,1,5,0.0,0,44,2,5,17,50,1,0.12987012987012986
2018,1,6,0.5132571441296393,0,34,2,5,22,48,1,-0.2987012987012987
2021,1,5,-0.16135122294045107,1,64,2,7,59,47,1,-0.20202020202020202
2023,1,3,-0.33614838112593975,0,34,2,5,17,46,1,0.021645021645021644
2020,1,6,-0.05378374098015035,0,46,3,5,17,59,1,3.1933621933621934
2016,1,6,0.1075674819603007,1,46,1,5,45,50,1,0.4963924963924964
2018,1,6,0.6722967622518795,0,34,2,5,17,48,1,-0.2987012987012987
2019,1,5,0.524391474556466,0,27,1,7,17,7,1,0.3318903318903319
2022,1,8,-0.13445935245037588,0,34,2,7,45,7,1,0.9595959595959596
2020,1,5,-0.26891870490075176,0,70,3,7,17,50,1,0.12265512265512266
2020,1,6,0.13445935245037588,0,44,2,5,17,50,1,-0.05772005772005772
2022,1,6,-0.20168902867556385,0,69,2,5,17,47,1,-0.22510822510822512
2022,1,6,-0.4974996040663908,0,46,3,5,45,50,1,2.186147186147186
2023,0,6,-0.5378374098015035,0,25,2,5,55,47,1,-0.2178932178932179
2020,1,5,-0.013445935245037588,1,36,1,4,17,59,1,10.584415584415584
2022,1,6,-0.26891870490075176,0,46,3,5,17,50,1,1.6507936507936507
2015,1,5,0.0,1,36,1,4,17,76,1,3.9163059163059164
2021,1,5,-0.013445935245037588,0,25,2,7,17,47,1,0.3968253968253968
2021,1,6,0.1210134172053383,0,70,3,5,17,50,1,-0.08658008658008658
2021,1,4,-0.13445935245037588,0,70,2,5,17,46,1,-0.46176046176046176
2023,0,6,-0.5378374098015035,0,69,2,5,55,47,1,-0.09956709956709957
2018,1,5,0.6454048917618043,1,2,1,5,17,50,1,1.5064935064935066
2020,1,3,0.1210134172053383,0,27,2,5,17,5,1,0.15151515151515152
2018,1,5,0.24100494333205374,0,46,1,5,17,50,1,0.8297258297258298
2022,0,6,-0.5378374098015035,0,2,3,5,17,50,1,1.4704184704184704
2023,0,6,-0.5378374098015035,1,48,2,5,30,43,1,-0.23809523809523808
2020,1,5,5.378374098015036,0,27,1,7,17,53,1,0.35209235209235207
2020,1,0,0.13445935245037588,1,69,3,5,17,9,1,-0.021645021645021644
2022,1,3,-0.2823646401457894,1,27,2,5,17,47,1,-0.007215007215007215
2021,1,5,0.26891870490075176,0,46,3,5,17,50,1,1.1183261183261184
2022,1,4,-0.20168902867556385,1,47,2,4,17,50,1,1.621933621933622
2019,1,6,0.30925651063586457,0,46,3,5,17,50,1,0.4834054834054834
2020,1,3,0.13445935245037588,0,27,2,5,17,50,1,0.050505050505050504
2023,1,3,-0.41682399259616526,1,41,2,5,17,47,1,-0.20202020202020202
2022,1,5,-0.14790528769541347,1,69,2,5,17,49,1,0.23809523809523808
2023,0,3,-0.5378374098015035,1,41,2,5,17,47,1,-0.024531024531024532
2018,1,5,0.26891870490075176,1,37,1,7,17,80,1,7.784992784992785
2018,1,5,0.2554727696557142,0,27,0,7,17,53,1,0.15151515151515152
2021,1,5,-0.14790528769541347,0,46,1,5,17,50,1,1.810966810966811
2022,1,6,-0.09412154671526313,0,27,2,5,2,46,1,-0.2453102453102453
2024,0,8,-0.5378374098015035,0,27,3,29,34,0,0,1.2193362193362194
2024,0,5,-0.5378374098015035,0,44,2,7,17,54,1,0.5324675324675324
2021,1,7,-0.13445935245037588,0,66,3,3,57,0,0,-0.6637806637806638
2024,0,6,-0.5378374098015035,1,41,2,5,17,47,0,-0.3694083694083694
2016,1,6,0.5132571441296393,0,46,3,5,17,59,1,1.4357864357864358
2021,1,6,0.1075674819603007,0,46,3,5,17,50,1,0.9292929292929293
2023,1,4,-0.2554727696557142,0,27,2,5,58,44,1,-0.35353535353535354
2024,0,6,-0.5378374098015035,0,69,2,5,36,47,0,-0.31024531024531027
2016,1,5,0.5132571441296393,0,69,3,7,17,56,1,-0.12265512265512266
2022,1,5,-0.3867857732587513,0,46,3,5,45,50,1,1.3607503607503608
2022,0,5,-0.5378374098015035,0,2,1,7,17,59,1,4.132756132756133
2023,0,5,-0.5378374098015035,1,37,1,5,17,62,1,11.681096681096681
2007,1,3,1.479052876954135,1,34,2,7,32,5,0,-0.670995670995671
2019,1,5,0.5512833450465412,0,34,2,7,17,7,1,0.050505050505050504
2022,1,5,-0.44371586308624045,1,46,1,7,45,59,1,5.748917748917749
2022,1,3,-0.18824309343052625,1,44,2,5,17,47,1,-0.06493506493506493
2022,0,6,-0.5378374098015035,1,1,2,5,45,50,1,1.8398268398268398
2022,1,5,-0.29581057539082695,1,69,2,5,59,30,1,0.2958152958152958
2024,0,5,-0.5378374098015035,0,46,1,5,17,50,1,2.173160173160173
2017,1,5,0.32270244588090213,0,46,1,5,17,50,1,0.7142857142857143
2017,1,5,0.522253570852505,0,46,1,5,17,50,1,0.6132756132756133
2022,1,6,-0.4033780573511277,0,46,3,5,17,50,1,2.5165945165945165
2014,1,5,0.6722967622518795,0,69,0,7,17,56,1,-0.2683982683982684
2022,1,3,-0.013445935245037588,0,27,2,5,17,5,1,0.3463203463203463
2022,1,5,-0.26891870490075176,1,69,2,5,17,49,1,0.23088023088023088
2010,1,5,1.344593524503759,1,1,1,5,17,50,1,-0.23088023088023088
2020,1,5,0.26891870490075176,1,18,3,7,17,5,1,0.31746031746031744
2023,1,5,-0.4033780573511277,1,69,2,5,17,41,1,-0.16594516594516595
2015,1,5,0.7395264384770674,0,18,2,5,17,47,1,-0.4329004329004329
2022,1,6,-0.13445935245037588,0,46,3,5,17,50,1,2.5165945165945165
2021,1,3,0.0,0,51,2,5,17,43,1,0.01443001443001443
2020,1,5,0.26891870490075176,1,18,0,7,17,5,1,0.4834054834054834
2023,0,5,-0.5378374098015035,1,18,0,7,24,5,1,1.173160173160173
2016,1,5,0.8067561147022554,0,69,3,7,45,56,1,-0.16883116883116883
2010,1,4,1.479052876954135,0,18,2,5,30,49,1,-0.6147186147186147
2007,1,6,0.5132571441296393,0,69,2,5,22,53,1,-0.5194805194805194
2017,1,3,1.2908097835236085,0,69,3,8,45,50,0,-0.23809523809523808
2024,0,5,-0.5378374098015035,1,18,3,7,17,5,1,0.84992784992785
2021,1,6,0.0,0,25,2,5,17,47,1,-0.21645021645021645
2019,1,3,0.0,0,27,2,5,17,50,1,0.007215007215007215
2014,1,6,-0.228580899165639,1,5,3,5,13,68,1,6.558441558441558
2020,1,6,-0.34312682151811424,1,52,1,4,17,85,1,8.867243867243868
2022,1,5,-0.26891870490075176,1,69,2,5,17,49,1,0.2597402597402597
2019,1,5,0.13445935245037588,0,44,2,5,17,54,1,0.07215007215007214
2019,1,6,0.5132571441296393,1,25,2,5,45,49,1,-0.09956709956709957
2019,1,4,-0.537299572391702,1,25,2,5,38,43,1,-0.46176046176046176
2022,1,3,0.013445935245037588,0,34,2,5,17,47,1,-0.10101010101010101
2017,1,6,0.4033780573511277,0,46,3,5,17,50,1,0.15873015873015872
2018,1,5,0.6722967622518795,1,69,0,7,17,56,1,1.7821067821067822
2021,1,5,-0.013445935245037588,0,44,2,5,17,50,1,0.15151515151515152
2021,1,6,-0.4033780573511277,0,34,2,5,52,48,0,-0.2741702741702742
2023,0,6,-0.5378374098015035,0,46,1,5,33,50,1,3.3261183261183263
2010,1,1,0.47060773357631563,1,37,3,4,17,54,1,0.3823953823953824
2023,0,0,-0.5378374098015035,1,33,0,5,45,37,1,5.242424242424242
2020,1,5,0.6722967622518795,1,69,3,7,17,47,1,-0.1673881673881674
2022,1,6,-0.2823646401457894,0,34,2,5,17,50,1,-0.05772005772005772
2004,1,5,1.5597284884243603,0,69,3,8,45,49,0,-0.7215007215007215
2023,0,6,-0.5378374098015035,1,46,3,5,33,59,1,7.076479076479076
2018,1,6,-0.013445935245037588,0,46,3,5,17,50,1,0.35209235209235207
2023,0,6,-0.5378374098015035,1,46,1,5,33,59,1,7.076479076479076
2015,1,5,-0.05378374098015035,1,6,1,7,17,82,1,3.815295815295815
2018,1,6,0.6722967622518795,0,34,2,5,17,48,1,-0.2987012987012987
2022,1,5,-0.26891870490075176,0,44,2,5,17,50,1,0.25252525252525254
2021,1,8,-0.18824309343052625,0,34,2,7,17,7,1,0.9292929292929293
2022,1,3,-0.29581057539082695,0,34,2,5,17,47,1,-0.09523809523809523
2016,1,5,1.6135122294045108,0,69,3,7,2,10,0,-0.11544011544011544
2022,1,5,-0.20168902867556385,0,27,1,7,17,7,1,0.7662337662337663
2019,1,6,0.4033780573511277,0,69,2,5,17,49,1,-0.1443001443001443
2010,1,4,1.1221439718098571,1,34,2,5,47,42,1,-0.6868686868686869
2019,1,5,0.1210134172053383,0,44,2,5,17,54,1,0.07936507936507936
2021,1,3,-0.14790528769541347,0,27,2,5,17,50,1,0.17316017316017315
2020,1,5,0.26891870490075176,1,18,0,7,17,5,1,0.4401154401154401
2021,1,3,-0.013445935245037588,0,34,2,5,17,46,1,-0.05772005772005772
2021,1,5,-0.013445935245037588,0,27,1,7,17,7,1,0.7142857142857143
2020,1,3,-0.1210134172053383,0,27,2,5,17,50,1,0.15873015873015872
2019,1,6,0.524391474556466,0,46,3,5,17,47,1,0.3823953823953824
2021,1,6,-0.26891870490075176,0,34,2,5,17,50,1,0.16594516594516595
2021,1,5,-0.013445935245037588,1,18,0,7,17,5,1,0.56998556998557
2021,1,5,-0.013445935245037588,0,46,1,5,17,50,1,1.608946608946609
2016,1,6,0.13445935245037588,1,46,3,5,17,59,1,3.354978354978355
2022,0,6,-0.5378374098015035,0,46,3,5,33,47,1,1.3621933621933622
2021,1,6,-0.41682399259616526,0,27,2,5,22,46,1,-0.2597402597402597
2016,1,6,0.6722967622518795,1,27,2,5,17,44,0,-0.5916305916305916
2022,0,6,-0.5378374098015035,1,46,1,5,33,59,1,7.076479076479076
2019,1,5,0.3899321221060901,1,18,0,7,17,5,1,0.36796536796536794
2021,1,6,0.026891870490075177,0,34,2,5,17,50,1,-0.050505050505050504
2021,1,6,0.5132571441296393,0,27,2,5,22,44,1,-0.42857142857142855
2022,1,6,-0.5375684910966028,0,46,3,5,33,50,1,3.2222222222222223
2021,1,5,-0.026891870490075177,0,46,3,5,17,50,1,1.0606060606060606
2022,1,6,0.013445935245037588,0,69,2,5,22,47,1,-0.2741702741702742
2017,1,6,-0.32270244588090213,1,52,3,4,45,59,1,4.033189033189033
2019,1,0,0.5132571441296393,1,69,3,5,17,9,1,-0.10101010101010101
2016,1,6,0.5109455393114284,0,46,3,5,17,50,1,0.20202020202020202
2018,1,6,0.26891870490075176,0,69,2,5,17,50,1,0.01443001443001443
2021,1,5,-0.026891870490075177,0,27,1,7,17,54,1,0.6060606060606061
2017,1,5,0.5132571441296393,1,29,1,7,45,63,1,0.772005772005772
2023,0,5,-0.5378374098015035,1,63,1,5,45,54,1,1.6334776334776335
2023,0,5,-0.5378374098015035,0,46,1,5,33,50,1,3.093795093795094
2020,1,5,0.1210134172053383,0,44,2,5,17,50,1,0.03607503607503607
2022,1,0,-0.457161798331278,1,48,3,5,17,9,1,-0.10101010101010101
2022,1,3,-0.4033780573511277,1,27,2,5,17,47,1,0.0
2017,1,5,-0.4033780573511277,1,69,3,7,52,9,0,0.07215007215007214
2023,1,5,-0.524391474556466,1,69,2,5,17,49,1,0.17316017316017315
2022,1,6,-0.14790528769541347,1,48,2,5,17,43,0,-0.4906204906204906
2017,1,5,0.2151349639206014,1,69,3,7,45,56,1,0.12265512265512266
2022,1,5,-0.30925651063586457,0,27,1,7,17,7,1,0.8008658008658008
2020,1,5,0.2151349639206014,0,27,1,7,17,7,1,0.40404040404040403
2020,1,5,0.13445935245037588,0,46,1,5,17,50,1,1.479076479076479
2022,1,6,-0.2823646401457894,0,46,3,5,17,50,1,1.9393939393939394
2017,1,0,0.13445935245037588,1,18,0,5,17,15,1,-0.07936507936507936
2018,1,4,-0.17479715818548866,0,27,2,5,55,44,0,-0.5266955266955267
2017,1,5,0.4033780573511277,0,27,2,7,17,7,1,0.06349206349206349
2018,1,6,0.17479715818548866,0,44,2,5,17,47,1,-0.25252525252525254
2020,1,4,0.0,0,27,2,5,48,44,0,-0.5281385281385281
2024,1,5,-0.529769848654481,0,44,2,5,17,50,1,0.31024531024531027
2018,1,5,0.6185130212717291,0,48,2,7,2,50,1,-0.08080808080808081
2024,0,8,-0.5378374098015035,1,72,2,7,17,50,1,1.924963924963925
2016,1,6,0.4033780573511277,0,34,2,5,17,50,1,-0.37518037518037517
2022,1,6,-0.4302699278412028,0,44,2,5,17,50,1,0.09379509379509379
2022,1,3,-0.14790528769541347,0,34,2,5,17,46,1,0.03607503607503607
2022,1,5,-0.14790528769541347,1,48,2,7,17,47,1,-0.03607503607503607
2022,1,4,-0.34552019799173095,1,47,2,5,45,47,1,1.505050505050505
2022,1,5,-0.30925651063586457,1,69,2,5,17,49,1,0.2597402597402597
2020,1,6,-0.16135122294045107,1,52,3,4,17,59,1,6.255411255411255
2023,1,3,-0.30925651063586457,0,34,1,5,17,48,1,0.4963924963924964
2023,1,3,-0.43699289546372166,0,34,2,5,17,47,1,-0.10822510822510822
2022,1,5,-0.14790528769541347,0,25,2,7,17,47,1,0.4184704184704185
2018,1,3,0.4033780573511277,0,27,2,5,17,50,1,-0.01443001443001443
2022,1,8,0.0,0,34,2,7,17,7,1,1.0591630591630592
2022,1,6,-0.26891870490075176,1,37,2,5,17,33,1,3.1818181818181817
2016,1,5,0.5378374098015035,0,46,1,5,17,50,1,0.4834054834054834
2021,1,3,-0.26891870490075176,0,27,2,5,17,50,1,-0.15151515151515152
2009,1,5,1.075674819603007,1,27,1,5,17,66,1,-0.5194805194805194
2022,1,8,-0.4974996040663908,1,46,3,6,17,50,1,3.455988455988456
2020,1,5,0.1210134172053383,1,46,1,7,17,59,1,3.311688311688312
2019,1,5,0.1210134172053383,0,27,1,7,17,53,1,0.30303030303030304
2009,1,3,-0.4302699278412028,1,46,3,7,17,63,1,-0.4401154401154401
2022,1,6,-0.43699289546372166,0,34,2,5,17,50,1,-0.021645021645021644
2022,1,5,-0.06722967622518794,1,64,2,7,17,47,1,-0.20923520923520925
2024,0,5,-0.5378374098015035,0,18,2,5,53,47,1,0.240981240981241
2024,0,3,-0.5378374098015035,0,27,2,5,45,47,1,-0.04329004329004329
2024,0,5,-0.5378374098015035,0,46,1,5,17,50,1,2.862914862914863
2020,1,5,0.5132571441296393,0,44,2,5,17,50,1,0.16305916305916307
2020,1,3,-0.13445935245037588,0,34,2,5,17,46,1,-0.10101010101010101
2018,1,6,0.2151349639206014,0,69,2,5,17,47,1,-0.3246753246753247
2024,0,5,-0.5378374098015035,1,18,3,7,35,5,1,0.6854256854256854
